Region,Year,Index,N,M,Tag,Std,Error,L,U
Western,2019,PrevUt,72964,0.0010397315197647212,All,8.70540599204821,1.1931097516649594e-4,8.086179485773807e-4,0.0012746011731812948
Western,2019,PrevAsym,72964,6.544520613652153e-4,All,6.907980108322255,9.46765543051677e-5,4.796886135628529e-4,8.497341154541965e-4
Western,2019,PrevSym,72964,1.860317511601834e-4,All,3.6838967910657825,5.0489238406142515e-5,9.593772271257059e-5,2.8781316813771175e-4
Western,2019,PrevExCS,72964,1.992477072393224e-4,All,3.8124812217022064,5.225153804207837e-5,1.0964311167150923e-4,3.015185570966504e-4
Western,2019,PrAsym,76,0.6294433215925878,All,4.210294100609353,0.055398606586965174,0.5131578947368421,0.7368421052631579
Western,2019,PrSym,76,0.17892287347629912,All,3.341424904224175,0.043966117160844406,0.09210526315789473,0.2631578947368421
Western,2019,PrExCS,76,0.19163380493111318,All,3.431207079169666,0.04514746156802192,0.10526315789473684,0.2894736842105263
Western,2019,TBLikeUt,53378,0.030735618876682698,All,39.87707145496687,7.470694191420973e-4,0.029281726554011015,0.03220427891640751
Western,2019,PrCSIPub,72964,0.3733739095635466,All,130.65635482103778,0.0017906961627794224,0.36986733183487747,0.37688449098185406
Western,2019,PrTxiPub,17,0.6426633821862725,All,1.9758546782377369,0.11622674577869041,0.4117647058823529,0.8823529411764706
Western,2018,TxI,246519,0.9082829315387455,Pub,143.3048397022621,0.2886261384804364,0.9071430599669802,0.909418746628049
Western,2018,TxI,117674,0.8469925387086357,Pri,123.49129790980817,0.3599946917393866,0.8449360096537892,0.8490490677634822
Western,2019,TxI,248816,0.9684103916146871,Pub,87.24508970762453,0.1749048456372077,0.96772313677577,0.9690976464536043
Western,2019,TxI,137690,0.8983368436342508,Pri,112.13794691001011,0.3022048295502612,0.8967390514924831,0.8999273730844651
Western,2020,TxI,184411,0.9548671174713005,Pub,89.1479613828249,0.20759553329334934,0.9539181502188048,0.9558106620537821
Western,2020,TxI,91766,0.9728984591242944,Pri,49.18941418478289,0.16237933168315496,0.9718414227491664,0.9739445982172046
Western,2021,TxI,203024,0,Pub,0,0,0,0
Western,2021,TxI,141683,0,Pri,0,0,0,0
Western,2018,TxSucc,207856,0.8154347240397198,Pub,176.86865838337715,0.38794449972900225,0.8137652990531906,0.817099338003233
Western,2018,TxSucc,108378,0.2943124988466294,Pri,150.03104420182197,0.4557330927958624,0.29159977117127095,0.2970252265219879
Western,2018,TxDie,207856,0.05146351320144715,Pub,100.72981087684082,0.22094121392445462,0.050515741667308135,0.05241609575860211
Western,2018,TxDie,108378,0.0037738286368082085,Pri,20.185551864825133,0.061315469942162346,0.0034139770064035135,0.004142907232095074
Western,2019,TxSucc,233363,0.8302944339933923,Pub,181.33436097287327,0.37537392939971814,0.8287689136666909,0.8318156691506365
Western,2019,TxSucc,106626,0.7852493763247238,Pri,134.09190959593172,0.4106492339045041,0.7827828109466735,0.7877159417027741
Western,2019,TxDie,233363,0.04959655129562099,Pub,104.88073948683086,0.21710995692321855,0.04871809155693062,0.05047929620376838
Western,2019,TxDie,106626,0.018532065349914657,Pri,44.03839959476921,0.13486522125359507,0.01772550784986776,0.01934800142554349
Western,2020,TxSucc,235592,0.8422569526978845,Pub,176.92030729430547,0.364499901687172,0.8407840673707087,0.8437255933987572
Western,2020,TxSucc,126161,0.8441039623972543,Pri,128.8481149742952,0.36275675467523555,0.8420985883117603,0.8461014101029637
Western,2020,TxDie,235592,0.048265645692553226,Pub,104.029665686428,0.21432702381742286,0.04740398655302387,0.04913154945838569
Western,2020,TxDie,126161,0.033956610997059315,Pri,64.33140662606871,0.18111752970558564,0.032957887144204626,0.03496326122969856
Western,2021,TxSucc,171999,0.8505340147326438,Pub,147.8699714301278,0.356547198159535,0.8488479584183629,0.852214257059634
Western,2021,TxSucc,90766,0.8759888063812441,Pri,99.29818731793286,0.329594322578541,0.8738404248286803,0.8781261705925126
Western,2021,TxDie,171999,0.05130262385246426,Pub,91.49483945625488,0.22061428928860619,0.0502619201274426,0.05234914156477654
Western,2021,TxDie,90766,0.04005905294934226,Pri,59.079144234460536,0.19609774406184294,0.03879205870039442,0.04133706453958531
Western,2018,DrugTime,190348192.87073028,6.650969367803606e-4,All,0.025781410424313676,1.8686686239602628e-6,6.614343462773985e-4,6.687595272833228e-4
Western,2019,DrugTime,192918936.65900886,5.525636925338196e-4,All,0.023490823533800533,1.6912616946664582e-6,5.492488196122734e-4,5.558785654553659e-4
Western,2020,DrugTime,195167903.8529516,4.1144060275659713e-4,All,0.020287352550460054,1.452182428649681e-6,4.0859432519644375e-4,4.142868803167505e-4
Western,2021,DrugTime,197722473.60482654,3.965153711190785e-4,All,0.019896126933844786,1.4149481493364197e-6,3.937420727463791e-4,3.992886694917779e-4
