Year,State,Index,M,L,U,Tag,N,Error,Std,X
2018,Himachal_Pradesh,PrDetPub,0.9177434030937216,0.91349711859266,0.9219290263876251,All,16485,0.27475525321943606,35.27690539992257,NA
2019,Himachal_Pradesh,PrDetPub,0.9076005961251863,0.9033016164163705,0.911899575834002,All,17446,0.2895889397722102,38.24986484883051,NA
2020,Himachal_Pradesh,PrDetPub,0.9524436640327772,0.9488586479367866,0.9559555165349722,All,13668,0.21282558792728704,24.881486724496703,NA
2021,Himachal_Pradesh,PrDetPub,0.8968396356610544,0.8918713773116203,0.9017388904223019,All,14492,0.30416821590758225,36.61659808492968,NA
2019,Himachal_Pradesh,PrevUt,0.0021391044843398835,0.0013240985944184152,0.0030556121409655735,All,9818,0.04620096012362688,4.577860082732414,NA
2019,Himachal_Pradesh,PrevAsym,0.001384126431043454,7.129761662253005e-4,0.0021389284986759014,All,9818,0.037178093348991706,3.6838219170993236,NA
2019,Himachal_Pradesh,PrevSym,1.258296755494049e-4,-0,4.0741495212874313e-4,All,9818,0.011216676978595578,1.1114136516603923,NA
2019,Himachal_Pradesh,PrevExCS,6.291483777470246e-4,2.0370747606437156e-4,0.0011203911183540437,All,9818,0.025074938685185313,2.4845708958582873,NA
2019,Himachal_Pradesh,PrAsym,0.6470588235294118,0.45454545454545453,0.8181818181818182,All,22,0.47788461203740945,2.2414775156773707,NA
2019,Himachal_Pradesh,PrSym,0.058823529411764705,-0,0.18181818181818182,All,22,0.2352941176470588,1.1036272376055127,NA
2019,Himachal_Pradesh,PrExCS,0.29411764705882354,0.13636363636363635,0.5,All,22,0.45564509955381366,2.1371649558335233,NA
2019,Himachal_Pradesh,TBLikeUt,0.039821776663881925,0.0353661932609301,0.04441659704817599,All,7182,0.1955402842567583,16.571390161182308,NA
2019,Himachal_Pradesh,PrCSIPub,0.3418803418803419,0.3325524546750866,0.35129354247300876,All,9818,0.47433972394911483,47.00034116413295,NA
2019,Himachal_Pradesh,PrTxiPub,0.5,0,1,All,5,0.5,1.118033988749895,NA
2018,Himachal_Pradesh,TxI,0.9364135104765682,0.9325137153810562,0.9402472073501222,Pub,15129,0.24401485174783585,30.01382676498381,NA
2018,Himachal_Pradesh,TxI,0.9196165191740413,0.9048672566371682,0.9336283185840708,Pri,1356,0.2718859629261162,10.011902945492954,NA
