Year,State,Index,M,L,U,Tag,N,Error,Std,X
2018,Chhattisgarh,PrDetPub,0.6999372545374265,0.6955915502777068,0.7042597197369338,All,43031,0.4582849487469955,95.0662391734692,NA
2019,Chhattisgarh,PrDetPub,0.7261539869161444,0.7219680680726475,0.7303399057596414,All,43718,0.4459309074306606,93.23902365083023,NA
2020,Chhattisgarh,PrDetPub,0.7541884284067015,0.7492708403988333,0.7591060164145697,All,29486,0.4305673499745785,73.93482081598475,NA
2021,Chhattisgarh,PrDetPub,0.7293928923988154,0.7245496051332675,0.7342361796643633,All,32416,0.444273452860854,79.98896456463484,NA
2019,Chhattisgarh,PrevUt,0.0028572396953855067,0.0020331106593087424,0.003775776938716236,All,13772,0.05337673535079323,6.263982197774122,NA
2019,Chhattisgarh,PrevAsym,0.0024176643576338903,0.0016700551844321813,0.0032674992738890504,All,13772,0.04911027648759184,5.763295481155138,NA
2019,Chhattisgarh,PrevSym,2.930502251677443e-4,7.261109497531223e-5,5.808887598024978e-4,All,13772,0.017116201293899107,2.008657507692798,NA
2019,Chhattisgarh,PrevExCS,1.4652511258387215e-4,-0,3.6305547487656113e-4,All,13772,0.012103868925895326,1.4204394288582687,NA
2019,Chhattisgarh,PrAsym,0.8461538461538461,0.725,0.95,All,40,0.36080121229410994,2.2819072267986655,NA
2019,Chhattisgarh,PrSym,0.10256410256410256,0.025,0.2,All,40,0.3033887068256213,1.9187986598840725,NA
2019,Chhattisgarh,PrExCS,0.05128205128205128,-0,0.125,All,40,0.2205724427446827,1.3950226162805581,NA
2019,Chhattisgarh,TBLikeUt,0.01955334987593052,0.01687344913151365,0.022332506203473945,All,10075,0.13845943949243752,13.897769248136251,NA
2019,Chhattisgarh,PrCSIPub,0.7761194029850746,0.7691693290734825,0.7830380482137671,All,13772,0.41684298638116235,48.91826052677083,NA
2019,Chhattisgarh,PrTxiPub,0.8,0.5,1,All,6,0.4,0.9797958971132712,NA
2018,Chhattisgarh,TxI,0.9749327666921213,0.9731398784820213,0.9766924532687008,Pub,30119,0.15632935464002634,27.130688138205258,NA
2018,Chhattisgarh,TxI,0.7408612143742255,0.733271375464684,0.7483736059479554,Pri,12912,0.43816192829840134,49.78877005205249,NA
2019,Chhattisgarh,TxI,1.0205065205065205,NA,NA,Pub,31746,NA,NA,NA
2019,Chhattisgarh,TxI,0.9097895088539927,0.9046107584363515,0.9148847310390912,Pri,11972,0.2864830857715747,31.346015210267346,NA
2020,Chhattisgarh,TxI,0.9817429624966274,0.9799442395898912,0.9834967173306952,Pub,22238,0.13387949090496662,19.96465984617896,NA
2020,Chhattisgarh,TxI,0.9922737306843267,0.9902041942604857,0.9942052980132451,Pri,7248,0.08755897485772098,7.454349664345146,NA
2021,Chhattisgarh,TxI,0,0,0,Pub,23644,0,0,NA
2021,Chhattisgarh,TxI,0,0,0,Pri,8772,0,0,NA
2018,Chhattisgarh,TxSucc,0.8891312016933389,0.8856354831467881,0.892594849427536,Pub,31181,0.3139695970451566,55.44119915959495,NA
2018,Chhattisgarh,TxSucc,0.5137924563708013,0.5043160067554888,0.5232689059861138,Pri,10658,0.49980973194532696,51.599152211189406,NA
2018,Chhattisgarh,TxDie,0.04541227029280652,0.04310317180334178,0.047721368782271255,Pub,31181,0.20820661852991032,36.765421597819135,NA
2018,Chhattisgarh,TxDie,0.0036592231187840122,0.0025333083130043162,0.004878964158378683,Pri,10658,0.060380735379349,6.233561606206152,NA
2019,Chhattisgarh,TxSucc,0.8941616816495672,0.8906526751996792,0.8976372689904087,Pub,29923,0.30763057182143855,53.21475402352415,NA
2019,Chhattisgarh,TxSucc,0.6716333459072048,0.6626744624669936,0.680592229347416,Pri,10604,0.46961898872671,48.35935597636601,NA
2019,Chhattisgarh,TxDie,0.04374561374193764,0.041439695217725496,0.04608495137519634,Pub,29923,0.20452856773634057,35.379895302442655,NA
2019,Chhattisgarh,TxDie,0.008864579403998492,0.007167106752168993,0.01065635609204074,Pri,10604,0.09373365796760894,9.652291413753739,NA
2020,Chhattisgarh,TxSucc,0.8539181616104693,0.8500360038821577,0.8577690116151655,Pub,31941,0.35318824284263167,63.12196243839738,NA
2020,Chhattisgarh,TxSucc,0.8152971386647102,0.807960381511372,0.8225421863536317,Pri,10904,0.38805632883622254,40.52170328688968,NA
2020,Chhattisgarh,TxDie,0.04436304436304436,0.042108888262734415,0.04664850818696972,Pub,31941,0.20590037556519153,36.798608209245714,NA
2020,Chhattisgarh,TxDie,0.01705796038151137,0.014673514306676448,0.019534115920763023,Pri,10904,0.12948739849550672,13.521361594493317,NA
2021,Chhattisgarh,TxSucc,0.8707461472409274,0.8663171690694627,0.8751299317575812,Pub,22127,0.33548069140564357,49.903246198108725,NA
2021,Chhattisgarh,TxSucc,0.8331661172423678,0.8244231044861688,0.8419091299985667,Pri,6977,0.372827491370533,31.14169809869263,NA
2021,Chhattisgarh,TxDie,0.05161115379400732,0.04871875988611199,0.05454874135671352,Pub,22127,0.2212406892912302,32.90987788441707,NA
2021,Chhattisgarh,TxDie,0.034112082556972914,0.02995556829582915,0.03841192489608714,Pri,6977,0.18151707462549957,15.161837762996953,NA
2018,Chhattisgarh,DrugTime,2.54e-4,2.4836641025641025e-4,2.5966615384615384e-4,All,30708661.417322837,2.8825876504447927e-6,0.015973973687963838,7800
2019,Chhattisgarh,DrugTime,2e-4,1.950793650793651e-4,2.0495238095238094e-4,All,31500000,2.5186264982183296e-6,0.014135756162374797,6300
