Year,State,Index,M,L,U,Tag,N,Error,Std,X
2018,Uttarakhand,PrDetPub,0.7962615150702084,0.7909847061980145,0.8015383239424023,All,22362,0.402776755397211,60.230951035658315,NA
2019,Uttarakhand,PrDetPub,0.7591327705295472,0.7539140445126631,0.764313123561013,All,26060,0.42760987738554523,69.02953281468713,NA
2020,Uttarakhand,PrDetPub,0.767571329157968,0.7617059349835967,0.7733870166020479,All,20118,0.4223808516169244,59.90962806713674,NA
2021,Uttarakhand,PrDetPub,0.7586993725042784,0.753126508403177,0.764228355785686,All,22789,0.42787221768407974,64.59170108768637,NA
2019,Uttarakhand,PrevUt,0.0021391044843398835,0.0013240985944184152,0.0030556121409655735,All,9818,0.04620096012362688,4.577860082732414,NA
2019,Uttarakhand,PrevAsym,0.001384126431043454,7.129761662253005e-4,0.0021389284986759014,All,9818,0.037178093348991706,3.6838219170993236,NA
2019,Uttarakhand,PrevSym,1.258296755494049e-4,-0,4.0741495212874313e-4,All,9818,0.011216676978595578,1.1114136516603923,NA
2019,Uttarakhand,PrevExCS,6.291483777470246e-4,2.0370747606437156e-4,0.0011203911183540437,All,9818,0.025074938685185313,2.4845708958582873,NA
2019,Uttarakhand,PrAsym,0.6470588235294118,0.45454545454545453,0.8181818181818182,All,22,0.47788461203740945,2.2414775156773707,NA
2019,Uttarakhand,PrSym,0.058823529411764705,-0,0.18181818181818182,All,22,0.2352941176470588,1.1036272376055127,NA
2019,Uttarakhand,PrExCS,0.29411764705882354,0.13636363636363635,0.5,All,22,0.45564509955381366,2.1371649558335233,NA
2019,Uttarakhand,TBLikeUt,0.039821776663881925,0.0353661932609301,0.04441659704817599,All,7182,0.1955402842567583,16.571390161182308,NA
2019,Uttarakhand,PrCSIPub,0.3418803418803419,0.3325524546750866,0.35129354247300876,All,9818,0.47433972394911483,47.00034116413295,NA
2019,Uttarakhand,PrTxiPub,0.5,0,1,All,5,0.5,1.118033988749895,NA
2018,Uttarakhand,TxI,0.9078400539144109,0.903571829720319,0.9120521172638436,Pub,17806,0.28925160401126626,38.59748085657337,NA
2018,Uttarakhand,TxI,0.8266022827041264,0.8156277436347673,0.8375768217734855,Pri,4556,0.37859074068504883,25.5541738926591,NA
2019,Uttarakhand,TxI,0.9607744022645706,0.9580447859273113,0.9634534701511399,Pub,19783,0.19413127058186097,27.304961749786564,NA
2019,Uttarakhand,TxI,0.77266209972917,0.7623068344750678,0.7830173649832722,Pri,6277,0.41911260941575135,33.20525284218636,NA
2020,Uttarakhand,TxI,0.9572594223546173,0.9540214998057246,0.960432586452532,Pub,15442,0.20227165067779954,25.135457400931614,NA
2020,Uttarakhand,TxI,0.962147134302823,0.9565868263473054,0.9674935842600513,Pri,4676,0.19084031611713634,13.049905852978387,NA
2021,Uttarakhand,TxI,0,0,0,Pub,17290,0,0,NA
2021,Uttarakhand,TxI,0,0,0,Pri,5499,0,0,NA
2018,Uttarakhand,TxSucc,0.7663282315502349,0.7590544021821488,0.7735262918624034,Pub,13198,0.4231657749385275,48.6143627552694,NA
2018,Uttarakhand,TxSucc,0.875159560888435,0.8646923666070973,0.8853714577482767,Pri,3917,0.33053790081319967,20.687025529893,NA
2018,Uttarakhand,TxDie,0.03439915138657372,0.03129262009395363,0.03750568267919382,Pub,13198,0.18225215985128218,20.93759263312035,NA
2018,Uttarakhand,TxDie,0.0010211896859841716,2.552974214960429e-4,0.0020423793719683433,Pri,3917,0.031939737907650576,1.9989785494737213,NA
2019,Uttarakhand,TxSucc,0.8407696933253157,0.8351773902585689,0.8463018641010223,Pub,16630,0.365890716076495,47.18429980327605,NA
2019,Uttarakhand,TxSucc,0.9015517679979649,0.8921394047316205,0.9107097430679216,Pri,3931,0.2979197502981442,18.678879361867843,NA
2019,Uttarakhand,TxDie,0.03902585688514732,0.03607937462417318,0.041972339146121466,Pub,16630,0.19365649841801674,24.973430258607635,NA
2019,Uttarakhand,TxDie,0.010429916051895192,0.00737725769524294,0.013736962604935132,Pri,3931,0.10159297664231329,6.369644687254722,NA
2020,Uttarakhand,TxSucc,0.8416099006811918,0.836409963080443,0.8467578389059331,Pub,19231,0.3651063896408638,50.63145028018564,NA
2020,Uttarakhand,TxSucc,0.8202161957140148,0.8097857007396169,0.8304570453252418,Pri,5273,0.38400727597591655,27.88485168576096,NA
2020,Uttarakhand,TxDie,0.040871509541885495,0.03811554261348864,0.043679475846289846,Pub,19231,0.19799249796306187,27.456784107030415,NA
2020,Uttarakhand,TxDie,0.020481699222454013,0.0166887919590366,0.02446425184904229,Pri,5273,0.1416410929759261,10.285328214693733,NA
2021,Uttarakhand,TxSucc,0.8495864461045891,0.843850053361793,0.8552561366061899,Pub,14992,0.357476316278384,43.77005181589175,NA
2021,Uttarakhand,TxSucc,0.7837492002559181,0.7718063552996375,0.7954787801236938,Pri,4689,0.41168724944322344,28.190808591799932,NA
2021,Uttarakhand,TxDie,0.03928762006403415,0.03621931696905016,0.042422625400213444,Pub,14992,0.1942784161293741,23.787803424912603,NA
2021,Uttarakhand,TxDie,0.032842823629771804,0.027937726594156536,0.03796118575389209,Pri,4689,0.17822506155363088,12.204188017275674,NA
2018,Uttarakhand,DrugTime,0.0011279999999999999,0.0011085243749999999,0.00114756375,All,11347517.730496455,9.959024234693895e-6,0.03354804556478193,12800
2019,Uttarakhand,DrugTime,8.060000000000001e-4,7.897066666666667e-4,8.2238e-4,All,11538461.538461538,8.33503401360545e-6,0.028312702777258517,9300
2020,Uttarakhand,DrugTime,6.65e-4,6.502506410256411e-4,6.798346153846154e-4,All,11729323.308270676,7.5469322344322125e-6,0.02584680873478274,7800
2021,Uttarakhand,DrugTime,7.1e-4,6.948702380952381e-4,7.252142857142857e-4,All,11830985.915492957,7.740828474246854e-6,0.026625508629110412,8400
