Year,State,Index,M,L,U,Tag,N,Error,Std,X
2018,Karnataka,PrDetPub,0.8262570101331023,0.8236816135942426,0.8288324066719619,All,83094,0.37888832568318703,109.21846206247183,NA
2019,Karnataka,PrDetPub,0.7863646772733717,0.7837039137214704,0.7890145360566175,All,91703,0.4098722625527588,124.11958101952577,NA
2020,Karnataka,PrDetPub,0.8025787392488422,0.7995168710476512,0.8056406074500331,All,64993,0.3980528941668195,101.47850907114223,NA
2021,Karnataka,PrDetPub,0.7306136536204874,0.7273831711189342,0.7338441361220405,All,72435,0.44364100663014666,119.40043644433034,NA
2019,Karnataka,PrevUt,0.0019442149517055957,0.0013671506694323968,0.002545728832736187,All,21212,0.04405036866959413,6.41564546980387,NA
2019,Karnataka,PrevAsym,8.887839779225581e-4,5.185743918536677e-4,0.0013200075429002452,All,21212,0.029799228865243246,4.340061013040054,NA
2019,Karnataka,PrevSym,6.665879834419186e-4,3.300018857250613e-4,0.0010371487837073355,All,21212,0.02580975869515733,3.75902101277108,NA
2019,Karnataka,PrevExCS,3.8884299034111914e-4,1.4142937959645485e-4,6.600037714501226e-4,All,21212,0.019715267978649993,2.871398662788094,NA
2019,Karnataka,PrAsym,0.45714285714285713,0.30952380952380953,0.6190476190476191,All,42,0.4981598792617912,3.2284450038458363,NA
2019,Karnataka,PrSym,0.34285714285714286,0.21428571428571427,0.5,All,42,0.4746642207381757,3.0761757334159476,NA
2019,Karnataka,PrExCS,0.2,0.09523809523809523,0.3333333333333333,All,42,0.4,2.5922962793631443,NA
2019,Karnataka,TBLikeUt,0.034540533573914164,0.031705116638742106,0.03744039180306741,All,15518,0.18261293797084444,22.748324641704542,NA
2019,Karnataka,PrCSIPub,0.6642066420664207,0.6578351876296435,0.6705638317933246,All,21212,0.4722670629011411,68.7825808080167,NA
2019,Karnataka,PrTxiPub,0.5555555555555556,0.2,1,All,5,0.49690399499995325,1.1111111111111112,NA
2018,Karnataka,TxI,0.9401372037811149,0.9383602545989485,0.9418995878060503,Pub,68657,0.23723246373070728,62.160790757038946,NA
2018,Karnataka,TxI,0.8313361501697029,0.8252407009766572,0.8374315993627485,Pri,14437,0.3744547443827092,44.99226073074375,NA
2019,Karnataka,TxI,0.9650404925671178,0.963695362769026,0.9663717550477036,Pub,72112,0.1836772720641628,49.3241024425352,NA
2019,Karnataka,TxI,0.7741820223572048,0.7683119799908121,0.7800010208769332,Pri,19591,0.4181198615422535,58.523339505775596,NA
2020,Karnataka,TxI,0.9577278478585943,0.956002453893639,0.9594532418235497,Pub,52162,0.20120938669639526,45.95421530750148,NA
2020,Karnataka,TxI,0.9311822928844206,0.9267399267399268,0.9355467227807653,Pri,12831,0.2531438924859412,28.67462230992665,NA
2021,Karnataka,TxI,0,0,0,Pub,52922,0,0,NA
2021,Karnataka,TxI,0,0,0,Pri,19513,0,0,NA
2018,Karnataka,TxSucc,0.8018359772719809,0.7986665352908332,0.8050054192531284,Pub,60894,0.39861641063090747,98.36541433726079,NA
2018,Karnataka,TxSucc,0.3975481611208406,0.38879159369527144,0.4063047285464098,Pri,11991,0.48939107134303006,53.589998282673534,NA
2018,Karnataka,TxDie,0.06202581535126613,0.06012086576674221,0.063947186914967,Pub,60894,0.2412024327847395,59.520824048548484,NA
2018,Karnataka,TxDie,0.011425235593361689,0.009590526228004336,0.013343340838962556,Pri,11991,0.10627652414808204,11.63764334922279,NA
2019,Karnataka,TxSucc,0.807399013873151,0.8043671331883747,0.8104155820292163,Pub,65306,0.3943422958164826,100.77432607810628,NA
2019,Karnataka,TxSucc,0.7528651190126359,0.7455921245959447,0.7600646488392595,Pri,13612,0.43134583756740424,50.325324244941605,NA
2019,Karnataka,TxDie,0.06749762655804979,0.06558356046917588,0.0694270051756347,Pub,65306,0.25088183865533165,64.11295081441905,NA
2019,Karnataka,TxDie,0.033793711431090216,0.03078166323831913,0.036879224213928884,Pri,13612,0.18069780435523397,21.082098869460282,NA
2020,Karnataka,TxSucc,0.8046696387745771,0.8017261088248743,0.8075988797439415,Pub,69984,0.39645480348832796,104.88009325915222,NA
2020,Karnataka,TxSucc,0.7836359404096834,0.7774674115456238,0.789804469273743,Pri,17184,0.41176528910037385,53.97738810319746,NA
2020,Karnataka,TxDie,0.07038751714677641,0.06850137174211249,0.0722879515317787,Pub,69984,0.25579897297817417,67.67031173664697,NA
2020,Karnataka,TxDie,0.0395135009310987,0.036603817504655495,0.0424231843575419,Pri,17184,0.19481320328783353,25.537625826763612,NA
2021,Karnataka,TxSucc,0.8075056876522579,0.8040226298093378,0.8109686122128491,Pub,49669,0.3942591179180413,87.86672794433191,NA
2021,Karnataka,TxSucc,0.8276719782355227,0.8211426350563544,0.834201321414691,Pri,12865,0.3776652945125076,42.83630207835585,NA
2021,Karnataka,TxDie,0.0793049990940023,0.07692927177917816,0.08168072640882643,Pub,49669,0.27021420431336063,60.221404903644725,NA
2021,Karnataka,TxDie,0.04282938204430626,0.03933151962689468,0.04632724446171784,Pri,12865,0.20247228471573367,22.96521305134327,NA
2018,Karnataka,DrugTime,4.370000000000001e-4,4.3202469594594604e-4,4.4199006756756766e-4,All,67734553.7757437,2.542186638168781e-6,0.02092245145016891,29600
2019,Karnataka,DrugTime,3.4399999999999996e-4,3.3961254237288135e-4,3.4840203389830505e-4,All,68604651.1627907,2.2422172258733935e-6,0.018571819962920042,23600
2020,Karnataka,DrugTime,3.08e-4,3.0388373831775705e-4,3.1213065420560753e-4,All,69480519.48051947,2.103805073431245e-6,0.01753626204466067,21400
2021,Karnataka,DrugTime,2.92e-4,2.8801689320388346e-4,2.9599728155339805e-4,All,70547945.20547946,2.0358133544680073e-6,0.017099371322772484,20600
