Year,State,Index,M,L,U,Tag,N,Error,Std,X
2018,Arunachal_Pradesh,PrDetPub,0.9994150336355659,0.9985375840889149,1,All,3419,0.024179002849301693,1.4137998681819073,NA
2019,Arunachal_Pradesh,PrDetPub,0.9874063989108237,0.9833219877467665,0.9911504424778761,All,2938,0.11151234147296427,6.044339232678822,NA
2020,Arunachal_Pradesh,PrDetPub,0.9984585741811175,0.9969171483622351,0.9996146435452794,All,2595,0.039230725526395574,1.9984579797245086,NA
2021,Arunachal_Pradesh,PrDetPub,0.9948604992657856,0.9919236417033774,0.9974302496328928,All,2724,0.07150584777776878,3.732029875244986,NA
2019,Arunachal_Pradesh,PrevUt,0.0015573518254363352,0.0010532582314420479,0.0021065164628840958,All,21837,0.03943255610188293,5.827085854838635,NA
2019,Arunachal_Pradesh,PrevAsym,9.344110952618012e-4,5.49526033795851e-4,0.0013738150844896278,All,21837,0.03055385362220047,4.515049133328514,NA
2019,Arunachal_Pradesh,PrevSym,3.11470365087267e-4,9.158767229930851e-5,5.49526033795851e-4,All,21837,0.01764577431848598,2.6075773952684393,NA
2019,Arunachal_Pradesh,PrevExCS,3.11470365087267e-4,9.158767229930851e-5,5.49526033795851e-4,All,21837,0.01764577431848598,2.6075773952684393,NA
2019,Arunachal_Pradesh,PrAsym,0.6,0.42857142857142855,0.7714285714285715,All,35,0.48989794855663565,2.898275349237888,NA
2019,Arunachal_Pradesh,PrSym,0.2,0.08571428571428572,0.34285714285714286,All,35,0.39999999999999997,2.3664319132398464,NA
2019,Arunachal_Pradesh,PrExCS,0.2,0.08571428571428572,0.34285714285714286,All,35,0.39999999999999997,2.3664319132398464,NA
2019,Arunachal_Pradesh,TBLikeUt,0.026165884194053208,0.023724569640062598,0.0286697965571205,All,15975,0.1596284144455385,20.17579392259164,NA
2019,Arunachal_Pradesh,PrCSIPub,0.8562091503267973,0.8515363832028209,0.8608325319412007,All,21837,0.3508775302344981,51.850392044773585,NA
2019,Arunachal_Pradesh,PrTxiPub,1,1,1,All,10,0,0,NA
2018,Arunachal_Pradesh,TxI,0.8715247292947029,0.8601112086625695,0.8826455955516535,Pub,3417,0.33461825342096585,19.56014714056044,NA
2018,Arunachal_Pradesh,TxI,1,1,1,Pri,2,0,0,NA
2019,Arunachal_Pradesh,TxI,1.0082730093071355,NA,NA,Pub,2901,NA,NA,NA
2019,Arunachal_Pradesh,TxI,1.3243243243243243,NA,NA,Pri,37,NA,NA,NA
2020,Arunachal_Pradesh,TxI,0.966036279428792,0.9590891547664995,0.9729834040910845,Pub,2591,0.18113582267505485,9.2201514407158,NA
2020,Arunachal_Pradesh,TxI,1,1,1,Pri,4,0,0,NA
2021,Arunachal_Pradesh,TxI,0,0,0,Pub,2710,0,0,NA
2021,Arunachal_Pradesh,TxI,0,0,0,Pri,14,0,0,NA
2018,Arunachal_Pradesh,TxSucc,0.7147955872809864,0.6988968202465932,0.7306943543153797,Pub,3082,0.45151174479144635,25.06601925356292,NA
2018,Arunachal_Pradesh,TxSucc,0,0,0,Pri,15,0,0,NA
2018,Arunachal_Pradesh,TxDie,0.017845554834523037,0.013303049967553536,0.0227125243348475,Pub,3082,0.1323899203382609,7.349727510874211,NA
2018,Arunachal_Pradesh,TxDie,0,0,0,Pri,15,0,0,NA
2019,Arunachal_Pradesh,TxSucc,0.8160442600276625,0.8018672199170125,0.8302213001383126,Pub,2892,0.3874480942056204,20.835919618167,NA
2019,Arunachal_Pradesh,TxSucc,0.5,0.125,0.875,Pri,8,0.5,1.4142135623730951,NA
2019,Arunachal_Pradesh,TxDie,0.020401106500691563,0.015560165975103735,0.025587828492392807,Pub,2892,0.1413679643845769,7.60239006605549,NA
2019,Arunachal_Pradesh,TxDie,0,0,0,Pri,8,0,0,NA
2020,Arunachal_Pradesh,TxSucc,0.8314407381121363,0.8176011355571328,0.8452803406671399,Pub,2818,0.37436217372977515,19.872955255906575,NA
2020,Arunachal_Pradesh,TxSucc,0.41304347826086957,0.2826086956521739,0.5652173913043478,Pri,46,0.4923805066480923,3.339487073345767,NA
2020,Arunachal_Pradesh,TxDie,0.0227111426543648,0.01738821859474805,0.028388928317955996,Pub,2818,0.14898102783139164,7.9086336917397215,NA
2020,Arunachal_Pradesh,TxDie,0,0,0,Pri,46,0,0,NA
2021,Arunachal_Pradesh,TxSucc,0.8318181818181818,0.8169421487603306,0.846694214876033,Pub,2420,0.37402766503946744,18.399728258862957,NA
2021,Arunachal_Pradesh,TxSucc,0.25,-0,0.75,Pri,4,0.4330127018922193,0.8660254037844386,NA
2021,Arunachal_Pradesh,TxDie,0.032231404958677684,0.025206611570247933,0.03925619834710744,Pub,2420,0.17661410332435915,8.688265098005651,NA
2021,Arunachal_Pradesh,TxDie,0,0,0,Pri,4,0,0,NA
2018,Arunachal_Pradesh,DrugTime,6.4e-4,6.316285714285714e-4,6.484e-4,All,35000000,4.27842565597669e-6,0.02531150752681841,22400
2019,Arunachal_Pradesh,DrugTime,4.870000000000001e-4,4.797653757225434e-4,4.942627745664741e-4,All,35523613.96303901,3.6983160316149697e-6,0.02204258839458494,17300
2020,Arunachal_Pradesh,DrugTime,3.65e-4,3.5877840909090907e-4,3.712492424242424e-4,All,36164383.56164384,3.1813350340136027e-6,0.01913154050053219,13200
2021,Arunachal_Pradesh,DrugTime,2.3899999999999995e-4,2.34886976744186e-4,2.4313155038759685e-4,All,53974895.39748955,2.1032075620946036e-6,0.015451763035364132,12900
