Year,State,Index,M,L,U,Tag,N,Error,Std,X
2018,Jammu_and_Kashmir,PrDetPub,0.907948817371074,0.9029081039162467,0.9129119813881349,All,12895,0.28909818817409094,32.828878235776884,NA
2019,Jammu_and_Kashmir,PrDetPub,0.9202360876897133,0.9153456998313659,0.9250421585160202,All,11860,0.27092735299936693,29.50497142778601,NA
2020,Jammu_and_Kashmir,PrDetPub,0.9322204794980955,0.9269549630293524,0.937373963701546,All,8926,0.25136717586518015,23.748545010091615,NA
2021,Jammu_and_Kashmir,PrDetPub,0.8736375392573434,0.867356364308147,0.8798263439866987,All,10826,0.3322574141501091,34.57074129526362,NA
2019,Jammu_and_Kashmir,PrevUt,0.0021391044843398835,0.0013240985944184152,0.0030556121409655735,All,9818,0.04620096012362688,4.577860082732414,NA
2019,Jammu_and_Kashmir,PrevAsym,0.001384126431043454,7.129761662253005e-4,0.0021389284986759014,All,9818,0.037178093348991706,3.6838219170993236,NA
2019,Jammu_and_Kashmir,PrevSym,1.258296755494049e-4,-0,4.0741495212874313e-4,All,9818,0.011216676978595578,1.1114136516603923,NA
2019,Jammu_and_Kashmir,PrevExCS,6.291483777470246e-4,2.0370747606437156e-4,0.0011203911183540437,All,9818,0.025074938685185313,2.4845708958582873,NA
2019,Jammu_and_Kashmir,PrAsym,0.6470588235294118,0.45454545454545453,0.8181818181818182,All,22,0.47788461203740945,2.2414775156773707,NA
2019,Jammu_and_Kashmir,PrSym,0.058823529411764705,-0,0.18181818181818182,All,22,0.2352941176470588,1.1036272376055127,NA
2019,Jammu_and_Kashmir,PrExCS,0.29411764705882354,0.13636363636363635,0.5,All,22,0.45564509955381366,2.1371649558335233,NA
2019,Jammu_and_Kashmir,TBLikeUt,0.039821776663881925,0.0353661932609301,0.04441659704817599,All,7182,0.1955402842567583,16.571390161182308,NA
2019,Jammu_and_Kashmir,PrCSIPub,0.3418803418803419,0.3325524546750866,0.35129354247300876,All,9818,0.47433972394911483,47.00034116413295,NA
