ppm,dur_pri,ppv_pri,p_pri_on_pub,p_under,tp_pri_drug,tp_pri_drug_time,tp_pri_txi,Region,Pop
0.38481166184288335,0.8788895392443564,0.7009851161543135,0.34199545946473925,0.2556236083736032,79675.41439037347,70025.8882426585,91750.07693635888,Central,110956000
0.18542401351733964,0.3820577597296196,0.5755119217664012,0.4119647075640792,0.44747473996743226,144768.1319287675,55309.78816494693,156741.3105960348,Central,110956000
0.3742610148617138,0.9294365742385582,0.6054875675201189,0.36182700481906566,0.2416008188592696,70060.71682743962,65116.99263679319,81034.18290328272,Central,110956000
0.25043674666816523,0.5470469169518811,0.6032486176664869,0.03991175935981201,0.36109349905113536,118687.33423990112,64927.54027717534,119885.63566608012,Central,110956000
0.1596105419618661,0.3264283574633167,0.6309187758133816,0.6755781558447939,0.5099613184834935,177033.3820491608,57788.71611848338,198429.9652717526,Central,110956000
0.35907149615900935,0.821204352650556,0.5191273075761331,0.4631590381732132,0.23132506896639987,60484.74649047611,49670.33708694442,72550.4012133248,Central,110956000
0.3737645810360332,0.8809515456026953,0.7021797842331268,0.28040845301177647,0.2654483587490222,84632.93138790972,74557.51171506594,94541.5207218574,Central,110956000
0.4668257955295889,0.9285906638481076,0.5620479081793412,0.4412974994001898,0.17024359627580116,48000.519706536696,44572.83445934708,60454.74458207509,Central,110956000
0.4393690050904412,0.8719594384632628,0.7193784396025398,0.22179483067269848,0.21812784335772764,73714.46518167378,64276.023666432,81673.53246972483,Central,110956000
0.36842915051537545,0.8740010344162052,0.6376814329786248,0.4745189640824893,0.2556456021912195,72244.22715881519,63141.529267403785,87550.36069787806,Central,110956000
0.2391934228418659,0.6227419466358293,0.5170522736025293,0.5188158463924168,0.3471820733395814,94671.78295750056,58956.09041043862,108084.82161093924,Central,110956000
0.46682799207885006,0.97931661729304,0.7231506536534987,0.4631262101487731,0.2004279287314756,60812.66253666182,59554.850963986835,77586.9917900382,Central,110956000
0.3913296804618947,0.9773383405512934,0.6433267555488403,0.5973253038390015,0.2380261979763168,63426.03179290336,61988.69266022975,82774.71389757672,Central,110956000
0.34330944806698377,0.9730005460454842,0.4599102611907226,0.16453423737954412,0.22668546152856728,64044.54178315344,62315.37412624113,67878.75169115236,Central,110956000
0.3058530771187448,0.7178378141698615,0.4962758344877434,0.27084239437406166,0.26938077635416596,74705.46454716718,53626.40737708257,81452.85445363433,Central,110956000
0.5137239841715542,0.9736384462013736,0.6285752717427265,0.3062886041529318,0.15768132979742364,52078.237882168614,50705.37461250016,61802.76750922711,Central,110956000
0.4574392139577389,0.839725381945172,0.5117921141437088,0.12294793428958684,0.16523251208558892,53107.63032979078,44595.82516288656,56272.46144990914,Central,110956000
0.384654914170286,0.6449287223445639,0.6978239055695995,0.25188551567459944,0.25484151819299217,82259.8541695872,53051.74264984202,91084.9876684587,Central,110956000
0.302165812523935,0.6584101973301992,0.5797771571145547,0.45542894900191955,0.2984760960200243,82971.36158349675,54629.19055294541,96211.51481574264,Central,110956000
0.33458755439153076,0.771850675498338,0.7010328222660621,0.5202656628034639,0.2975513550549684,86041.55032386375,66411.22873839847,104175.91120165032,Central,110956000
0.3859284001939494,0.9208632473425296,0.5778125609383409,0.06623451248171489,0.22557951258649425,72854.76470689864,67089.2752123706,74765.91452355684,Central,110956000
0.11157381107988464,0.20448463238844872,0.6662665762008225,0.2084929619161472,0.6216654282196615,292582.7625453887,59828.6786422906,299551.0246244051,Central,110956000
0.3669792856062606,0.755396688724653,0.6306667114008063,0.15903973963806897,0.2539565271559147,81238.26759930616,61367.11834224314,86273.56284348953,Central,110956000
0.3549578779706647,0.915951782095695,0.558844936848962,0.32911879005294603,0.2449211644824983,69719.6832963329,63859.86816242359,78941.94205303189,Central,110956000
0.12114071101899786,0.27402770787548225,0.4663472846181765,0.1387742985459303,0.5263827873673419,189668.2332181772,51974.351205569496,192911.30710162295,Central,110956000
0.4063505198193714,0.6730666338290888,0.5002740620526586,0.1253554042893842,0.19250019088275175,58706.69310190128,39513.51630933408,61857.6105225216,Central,110956000
0.21697601069985967,0.5483864771129588,0.5732825936141639,0.4019623032559348,0.3973196973550697,120711.89089477186,66196.7685934278,132245.8701115535,Central,110956000
