name,Scenario,State,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
pr_c,s0,Jharkhand,0.07085579429122739,5.518902809331538e-4,0.039434096793992804,0.015058644251827,0.041575036478524625,0.0638543201960476,0.09343481566562628,0.16490059333075066,5105.500278888728,0.9996937396773797
prv_a,s0,Jharkhand,0.0017638271115818114,6.894526838405134e-6,3.3768867650663294e-4,0.0011696839030746868,0.0015251579573220568,0.0017360821773329657,0.0019757304969077825,0.002503602558282571,2398.96583449842,1.000174631146581
prv_s,s0,Jharkhand,6.961628307194193e-4,3.634225971682019e-6,2.0887759992288703e-4,3.5112077722346274e-4,5.444594022915849e-4,6.747123973502733e-4,8.21197975480639e-4,0.001154832181143245,3303.390244344647,0.9997052981568503
prv_c,s0,Jharkhand,1.8698310973163377e-4,1.5974757735145573e-6,1.0870139745685958e-4,3.938744921430674e-5,1.0614788289692118e-4,1.6522008361284516e-4,2.4579854885200994e-4,4.5085323234438866e-4,4630.2207144695885,0.9998821666611337
prv_t_pub,s0,Jharkhand,4.7655305260610063e-4,2.0995062870083834e-8,1.260050104917811e-6,4.741307356608047e-4,4.7570357928734304e-4,4.765359522891314e-4,4.7739544938313e-4,4.790775446198238e-4,3601.9797815736456,1.000782579579336
prv_t_eu,s0,Jharkhand,2.0597490967591358e-4,1.761775502381792e-6,1.2799263958343648e-4,2.0149078831545146e-5,1.0502255619362776e-4,1.8530362657813616e-4,2.941902849746361e-4,4.938327596913013e-4,5277.99357946125,0.99971357615906
prv_t_ei,s0,Jharkhand,7.828429990988431e-4,1.7341378997614612e-5,8.569242660009071e-4,1.5192808580355676e-4,3.1980458455959526e-4,4.596927609612563e-4,8.734305125373087e-4,0.0034658944189205187,2441.8423551316696,1.00131575689674
prv_t_pri,s0,Jharkhand,0.002354443094891456,1.5529467379448662e-4,0.005338670470743562,2.1592239652448263e-5,2.440919191609875e-4,7.541816993238953e-4,0.002185821837583317,0.015444568485254896,1181.8248243304251,1.0026398411443511
tbps_pub,s0,Jharkhand,4.7655305260610063e-4,2.0995062870083834e-8,1.260050104917811e-6,4.741307356608047e-4,4.7570357928734304e-4,4.765359522891314e-4,4.7739544938313e-4,4.790775446198238e-4,3601.9797815736456,1.000782579579336
tbps_pri,s0,Jharkhand,0.003343261003666213,1.641729104292638e-4,0.0057582233089447385,5.186131406486542e-4,9.005525799518483e-4,0.001574548769124683,0.0033388345013961093,0.017109536965991618,1230.1951533183674,1.0024166875226534
prv[1],s0,Jharkhand,0.002758296692300255,9.836383236019874e-6,4.3183003046504343e-4,0.001994746233754063,0.0024542091767924363,0.002731523801657457,0.0030317083480751682,0.003676090467287227,1927.3243122321799,1.0003616504137167
prv[2],s0,Jharkhand,0.002702056433303158,9.650731731827707e-6,4.2351378881155425e-4,0.0019536630125525627,0.0024055476098952602,0.0026744177248804553,0.002969160013221535,0.0036014611585416124,1925.8152551989795,1.000369502469411
prv[3],s0,Jharkhand,0.0026469730520328645,9.469232652485986e-6,4.15424689890375e-4,0.0019136293656204556,0.002355923382102964,0.002620132168253464,0.002907679884733702,0.0035295085780127074,1924.6644945336943,1.0003772419174797
prv[4],s0,Jharkhand,0.0025930225463104426,9.291777822996353e-6,4.075553236911148e-4,0.0018750924966150395,0.0023078403613499368,0.0025666269087548307,0.0028516002216990165,0.0034563015713216416,1923.8690472371682,1.000384861165382
nr_acf[1],s0,Jharkhand,3.334312083095898e-5,6.99517370337628e-9,4.564539824705117e-7,3.2452277035146166e-5,3.304900952840873e-5,3.33414432087068e-5,3.364382933771899e-5,3.426289186728932e-5,4257.915069157046,0.9998989989814018
nr_acf[2],s0,Jharkhand,3.3197840174000204e-5,6.9830285621125194e-9,4.5402231809648513e-7,3.231494167937652e-5,3.2903671317572054e-5,3.319389833046846e-5,3.349921794404215e-5,3.410932086997052e-5,4227.335985979412,0.99990272778446
nr_acf[3],s0,Jharkhand,3.305554888010966e-5,6.99562527371629e-9,4.5264034478434085e-7,3.2172905638747246e-5,3.2762902102325744e-5,3.304779053844151e-5,3.3357225314982776e-5,3.3975249190141346e-5,4186.522654562715,0.9999073293511068
nr_acf[4],s0,Jharkhand,3.291618490956972e-5,7.031114872906163e-9,4.5223341182911244e-7,3.2037205154947106e-5,3.262174053098737e-5,3.290640800833423e-5,3.3219265302372066e-5,3.3824353405114966e-5,4136.917922912938,0.9999127405190316
nr_pub[1],s0,Jharkhand,9.759776264433601e-4,6.151462118200851e-8,3.890208783992132e-6,9.683244434708858e-4,9.734479173539104e-4,9.758899298572494e-4,9.78494156425788e-4,9.837759498480645e-4,3999.3472352331864,1.0005433052055817
nr_pub[2],s0,Jharkhand,9.560487513358358e-4,4.484818208483072e-8,2.736428503282776e-6,9.506668973280605e-4,9.542616801038411e-4,9.559495468949815e-4,9.578586832338172e-4,9.614513906194153e-4,3722.8755926889157,1.0006856281462277
nr_pub[3],s0,Jharkhand,9.365304069504168e-4,4.415027007117039e-8,2.6779770492079395e-6,9.313284304208504e-4,9.347513529138079e-4,9.364734883868253e-4,9.383533806242723e-4,9.417605297574263e-4,3679.145576344109,1.0004207426456793
nr_pub[4],s0,Jharkhand,9.174140639412111e-4,5.8275987304963033e-8,3.6514862903891694e-6,9.104480011341822e-4,9.1493309108438e-4,9.173861699978026e-4,9.199435077716849e-4,9.245466104298658e-4,3926.088353046276,1.0001313466244437
nr_eng[1],s0,Jharkhand,3.819732725762507e-4,3.180859074060071e-8,1.9700628368198943e-6,3.782939473306566e-4,3.8061699494356944e-4,3.820133186496274e-4,3.8332489844625586e-4,3.8579697632274573e-4,3835.9355381469095,0.9994687871322137
nr_eng[2],s0,Jharkhand,3.741736417334684e-4,2.6659634040500395e-8,1.6346815548326908e-6,3.7102864915582455e-4,3.730408799417622e-4,3.741753100773605e-4,3.753011829746905e-4,3.773332066743453e-4,3759.7412512673727,0.9997383483896832
nr_eng[3],s0,Jharkhand,3.6653468075551707e-4,2.6032222366666414e-8,1.6080547168382936e-6,3.633771669725873e-4,3.654563853509506e-4,3.6656118334347533e-4,3.676330736329615e-4,3.696665343577059e-4,3815.743331264374,1.0002584512917267
nr_eng[4],s0,Jharkhand,3.590530515275941e-4,2.9396525111666874e-8,1.8686536483974524e-6,3.5545385470664334e-4,3.577846475054682e-4,3.590824459341009e-4,3.602962090756112e-4,3.6273074941303767e-4,4040.783973963183,1.0005815602701813
prv0,s0,Karnataka,0.004497366079872793,1.1659483125283008e-5,5.709814345803542e-4,0.0034857790583984498,0.004098962543639079,0.004471368946830782,0.004870542880748807,0.005666329618118014,2398.1998883548686,0.99935217361806294
pr_a,s0,Karnataka,0.49029130920793723,8.98562043189546e-4,0.07525778393693029,0.3414637771205894,0.4403839173875248,0.48982395456377475,0.5403797382023463,0.6386372496299638,7014.66141112587,0.9997234099702712
pr_s,s0,Karnataka,0.317290527943618,9.553173439097917e-4,0.07102041062995872,0.18551595405782367,0.2673343977045588,0.3150521820203338,0.36407221691370284,0.4660741452124573,5526.765437833128,0.9994364303778613
pr_c,s0,Karnataka,0.19241816284844473,8.118107893564037e-4,0.05930581606616539,0.09109289221005627,0.15011242731082558,0.1881690443422842,0.2296659328808316,0.3192895995713298,5336.8492395872545,0.9994937363461062
prv_a,s0,Karnataka,0.002205478959084575,6.8854261397372315e-6,4.4263466038518845e-4,0.0013962079901299745,0.0018934655691197227,0.002189627172089515,0.002479187433324222,0.0031261721698418727,4132.65535483919,0.999478682788131
prv_s,s0,Karnataka,0.0014269986776792032,5.802123775288017e-6,3.7069122136800447e-4,7.93536557816091e-4,0.0011597827718460366,0.0013993834481024173,0.0016477883230797902,0.0022519091853245945,4081.7896867279255,0.9996900832724214
prv_c,s0,Karnataka,8.648884431090147e-4,4.28090124891429e-6,2.878398124222364e-4,3.846208803694592e-4,6.59597121686179e-4,8.37265221826529e-4,0.0010417268638552406,0.0015089816514535699,4520.96668286875,0.9995399052679617
prv_t_pub,s0,Karnataka,4.4374151024868504e-4,1.394615178057215e-8,8.997100397905026e-7,4.4196579182467603e-4,4.431362878208233e-4,4.437453702937931e-4,4.4435024461553035e-4,4.4544876270919233e-4,4161.945209615368,1.000290808117241
prv_t_eu,s0,Karnataka,1.1654369465230754e-4,1.0668822178305887e-6,7.154960834833325e-5,1.1708226232564361e-5,5.8627870576241724e-5,1.0657847779759928e-4,1.6450074497097533e-4,2.739898998752159e-4,4497.60766531125,0.9996269529910146
prv_t_ei,s0,Karnataka,4.402324637513471e-4,9.468012157724334e-6,5.16546165860984e-4,8.135803380038198e-5,1.7014220693032083e-4,2.5860320164857744e-4,4.654909102348537e-4,0.00206134449702636,2976.4642503314954,0.9998028822983305
prv_t_pri,s0,Karnataka,0.002500213873823933,1.3761142286747424e-4,0.005808521128657482,2.378035782240854e-5,2.6099979049681144e-4,7.670906096304334e-4,0.0022309756672462752,0.016419951300504942,1781.6491138214524,1.0020701846135414
tbps_pub,s0,Karnataka,4.4374151024868504e-4,1.394615178057215e-8,8.997100397905026e-7,4.4196579182467603e-4,4.431362878208233e-4,4.437453702937931e-4,4.4435024461553035e-4,4.4544876270919233e-4,4161.945209615368,1.000290808117241
tbps_pri,s0,Karnataka,0.0030569900322275877,1.4125006264713538e-4,0.006040668465123767,3.1007530966822833e-4,6.407642514779426e-4,0.001242572240654573,0.0028294426667729656,0.01780461077006415,1828.9115520548269,1.001862387823347
prv[1],s0,Karnataka,0.005292305748291333,1.3773429520329789e-5,6.732155648877866e-4,0.004091485873135787,0.004823007257778876,0.005260294219568469,0.005730848027007637,0.006662574899322567,2389.043814704048,0.9993755073569762
prv[2],s0,Karnataka,0.0048786650906433825,1.26718780016496e-5,6.199428887150684e-4,0.003777598308540567,0.004446767953232069,0.004849959670585708,0.0052830221940972175,0.0061407228425311286,2393.433685524202,0.9993637291073586
prv[3],s0,Karnataka,0.004497366079872793,1.1659483125283008e-5,5.709814345803542e-4,0.0034857790583984498,0.004098962543639079,0.004471368946830782,0.004870542880748807,0.005666329618118014,2398.1998883548686,0.99935217361806294
prv[4],s0,Karnataka,0.004145879060178719,1.0728954025380418e-5,5.259754143606149e-4,0.003213803324262097,0.003778972227969256,0.004122667712780694,0.004488044257862946,0.005216239622618786,2403.345011229607,0.9993408534017657
nr_acf[1],s0,Karnataka,2.591614330763854e-5,5.081582894883865e-9,3.272208933843563e-7,2.5282926843557858e-05,2.569778225964921e-5,2.590906292582196e-5,2.6141296658717915e-5,2.6552637755455216e-5,4146.522468241634,1.0002247583116068
nr_acf[2],s0,Karnataka,2.522212113200962e-5,4.723391798596365e-9,3.0846593065516163e-7,2.461502307537689e-5,2.5012048477689172e-5,2.5216982052508325e-5,2.543217228016709e-5,2.5815389857180212e-5,4264.8765631486285,1.000109856107916
nr_acf[3],s0,Karnataka,2.458235979496088e-5,4.682920779732783e-9,3.020735440827578e-7,2.399192181888992e-5,2.4374957891373447e-5,2.4582007117820523e-5,2.4786638903028135e-5,2.516097911387213e-5,4160.942938055664,0.9999593578524039
