ppm,dur_pri,ppv_pri,p_pri_on_pub,p_pub,tp_pri_drug,tp_pri_drug_time,tp_pri_txi,drug_time,Scenario,Key
0.4362395648136961,0.9080016607849654,0.6671373665066358,0.469150696034921,0.6050248491539525,653882.222099112,593726.1436237573,822143.9194272778,6.434481275648799e-4,Drug-sale data: 2018-2020,419
0.28324168205544004,0.521820840002884,0.467421053034089,0.3565975988125303,0.5876009959122425,795459.9853581783,415087.5977482864,884830.8215548684,6.420577949814291e-4,Drug-sale data: 2018-2020,1985
0.4985262936389486,0.8363410971809673,0.6816682291756809,0.02559278219760961,0.6314688944242909,724841.7994837329,606214.9858628518,734209.3376973642,6.429782021111164e-4,Drug-sale data: 2018-2020,599
0.4884770017493154,0.9406359294490232,0.6736459196630313,0.28716327904050754,0.629252891419977,637486.9863781334,599643.1639434523,741499.0252229829,6.435819249729475e-4,Drug-sale data: 2018-2020,1681
0.36426126680749055,0.6804864603848784,0.4608292372807811,0.3101739511865324,0.6495891467425241,602630.6401035674,410081.99120355013,679391.2198108378,6.433885200290454e-4,Drug-sale data: 2018-2020,395
0.3125300619163812,0.6035004510700451,0.49983572762889417,0.45469788340002193,0.5946285196438154,736839.7784032308,444683.1386327019,858894.4894667392,6.432295705260552e-4,Drug-sale data: 2018-2020,211
0.4286325073279263,0.74452599213999,0.7496005196831639,0.11169055039923248,0.5726406292777511,895011.561629701,666359.370899115,940013.9795102936,6.427191877300314e-4,Drug-sale data: 2018-2020,1589
0.4403385490684486,0.8676442475983976,0.630159120661466,0.3613074868647611,0.6210854414579748,646759.8041801684,561157.4236747893,769125.9001738299,6.438387643587267e-4,Drug-sale data: 2018-2020,1646
0.3761773188727956,0.647163886890979,0.6408648924346914,0.10666535641387276,0.5786014293772109,880460.596302504,569802.3017574776,917265.9740398164,6.428362416794084e-4,Drug-sale data: 2018-2020,1309
0.39471394538767474,0.9074600787833762,0.730036881161897,0.7071799347220951,0.5590345591835116,715709.719161941,649477.9981367231,992846.8021151532,6.432240546161913e-4,Drug-sale data: 2018-2020,536
0.32050734991669655,0.577997688957118,0.46980329726972214,0.25636922152488567,0.615021185490217,723431.5903294968,418141.78732902167,788196.2751005202,6.435023626227365e-4,Drug-sale data: 2018-2020,414
0.45085892078687306,0.8552462307794415,0.7497561444591051,0.28247067468017956,0.5847102383554514,780286.6201682045,667337.1908264867,894162.1217330387,6.435287147255892e-4,Drug-sale data: 2018-2020,1363
0.40210659144347927,0.8282183900363584,0.4624848408321868,0.48784320092672545,0.6707043475067984,496878.0960137991,411523.5767248798,618134.4124350613,6.433389625632756e-4,Drug-sale data: 2018-2020,370
0.4230059964795984,0.80318910778473,0.604337229280149,0.30335862706462563,0.6209535913874228,669948.8620400567,538095.6287633483,768574.2446371265,6.437581642994968e-4,Drug-sale data: 2018-2020,1557
0.3300853569522517,0.5629876981522113,0.5017857432619011,0.09728249715852948,0.6059831633961854,791730.3332474234,445734.4378722501,817997.4821351562,6.422446665449298e-4,Drug-sale data: 2018-2020,1539
0.4339524782019825,0.950119511948348,0.5780450790710324,0.5611484770247568,0.6379522145305522,540703.6592175779,513733.096804491,714754.8889446743,6.425670804101494e-4,Drug-sale data: 2018-2020,519
0.5350351981086787,0.9929589186592336,0.7110014772225034,0.20402895042135527,0.638368372940938,635520.5546655763,631045.802746447,713396.860682038,6.417014408061183e-4,Drug-sale data: 2018-2020,377
0.4675059732629094,0.929033930039688,0.5322249299705654,0.3554041832197081,0.6733267116607574,509554.79926346097,473393.69773031754,611089.5078189499,6.430872413098414e-4,Drug-sale data: 2018-2020,644
0.5152835039817112,0.962688214531822,0.6129196465901909,0.22050279471077328,0.6637200862430825,565707.4155960665,544599.8618675887,638223.2707649856,6.424163999849805e-4,Drug-sale data: 2018-2020,1910
0.4370159859012732,0.9405278283421618,0.6580876121369362,0.529244542281411,0.6082866256488769,622688.1164732262,585655.5019210345,810041.1858840401,6.434297641628559e-4,Drug-sale data: 2018-2020,1995
0.46197068430274046,0.9285469204564488,0.7390927421410806,0.380558086854165,0.5945113022814702,706988.0255893809,656471.5539606046,857793.9280297076,6.421841901849702e-4,Drug-sale data: 2018-2020,799
0.4402717304446891,0.8693944336772772,0.716803657479586,0.368309745924228,0.589934444047754,733154.0753039572,637400.0720970717,875048.8138036064,6.429164390648944e-4,Drug-sale data: 2018-2020,1882
0.31882698151857597,0.5290370157517623,0.6200111685630969,0.01068220450855539,0.5463134199082549,1042784.5100716904,551671.6052804906,1046348.1364163208,6.433151120834485e-4,Drug-sale data: 2018-2020,1554
0.46687351355900614,0.9460803631933226,0.6924385921654256,0.39260715211937186,0.6129311376263389,650213.6995713706,615154.4130437563,796145.4783733283,6.423112285621456e-4,Drug-sale data: 2018-2020,146
0.40487592376879866,0.7657949444062594,0.5821477447582907,0.3029344590939932,0.6201471469473546,676202.1125793585,517832.159210105,770733.2106014105,6.4312950431397e-4,Drug-sale data: 2018-2020,1301
0.5166259142447418,0.9663985313332818,0.7144850626855554,0.22164706543732637,0.6291895642945822,657078.5691973576,634999.7642429005,742049.648840847,6.425738465936861e-4,Drug-sale data: 2018-2020,1966
0.43874647917388737,0.94046179019287,0.74466043860663,0.5167518096252317,0.580431798623071,704688.3738603787,662732.4896088344,911301.3934867544,6.434615711098154e-4,Drug-sale data: 2018-2020,636
0.3006370876114836,0.6062963267185092,0.39799270702591755,0.596077676220769,0.6392481585842895,583433.8423191077,353733.7954813409,710813.85839531885,6.426049624317672e-4,Drug-sale data: 2018-2020,345
0.4670318391370864,0.9292921537444728,0.5326283013304777,0.35816543933120554,0.6728970470590891,509870.2709319183,473818.44220460026,612291.050596478,6.43176779073644e-4,Drug-sale data: 2018-2020,614
0.41760615144023594,0.724543766170624,0.5631475248787228,0.10758153423703246,0.6351588531785793,690864.9464297545,500561.8902014807,723363.2790380663,6.42655512682966e-4,Drug-sale data: 2018-2020,484
0.368185507098192,0.6657500208849955,0.5628291223024973,0.22598369107360536,0.6055912288273902,751643.5457001269,500406.7062479315,819859.0308251581,6.428197260261591e-4,Drug-sale data: 2018-2020,1598
0.32885726174226004,0.5904152063894832,0.5457406066338928,0.235490594203954,0.5852458638559417,822176.712687222,485425.63350985304,891193.2024770511,6.431008324458657e-4,Drug-sale data: 2018-2020,779
0.4554489569417109,0.865675537279071,0.5886227914010167,0.27984305239913304,0.644919855084996,604849.7900106176,523603.66694057465,693201.2144892049,6.431440267368626e-4,Drug-sale data: 2018-2020,1176
0.4867879885400975,0.8903254467333482,0.7135715453186735,0.19436357887741657,0.615489046519947,712614.4665557097,634458.7932848589,787083.4681633224,6.428483480931946e-4,Drug-sale data: 2018-2020,1008
0.4536919327048427,0.920675805630191,0.6211955431520914,0.4078660936067493,0.6314078914423223,599518.3559416087,551962.0453466282,735646.4653591303,6.424266063425698e-4,Drug-sale data: 2018-2020,1321
0.3902299601082209,0.8142001995592577,0.4684599588383134,0.5292163585799791,0.6613171770966446,511747.7838279826,416665.1477167513,644937.811542323,6.430686443408127e-4,Drug-sale data: 2018-2020,978
0.30927475270055776,0.6059215178891875,0.4225981535231981,0.5016608171135204,0.6319136459120865,619731.046436484,375508.3763398489,733540.6266525142,6.424430998674898e-4,Drug-sale data: 2018-2020,1137
0.35129026971923694,0.6580242261850066,0.6648386400520486,0.33160243599969247,0.5535150288958159,897870.2828027275,590820.3980557778,1016252.1884370254,6.425129174876842e-4,Drug-sale data: 2018-2020,1944
0.44671028399531615,0.8117932580125803,0.6504099381004959,0.19852188218290356,0.6164599352374648,712730.4661312329,578589.7871854986,782087.3541524982,6.431706679023387e-4,Drug-sale data: 2018-2020,864
0.48638215599628626,0.9423066471744532,0.6510989541456454,0.30051149045076725,0.6361962009410448,614275.2018358018,578835.605884305,719429.4798233336,6.427630091065447e-4,Drug-sale data: 2018-2020,1740
0.5386718422822472,0.9908094636091156,0.578100407260671,0.18364579533715977,0.6861547300012945,519005.6671904985,514235.72671910905,575984.8657221579,6.431342015892836e-4,Drug-sale data: 2018-2020,762
0.4075864029297101,0.9132133672376568,0.6847163339117516,0.6395352597674303,0.5823239931274905,667014.8677980182,609126.8934194086,902183.2568166092,6.431906481721539e-4,Drug-sale data: 2018-2020,674
0.2787064859255641,0.4951191449783258,0.49907738854976685,0.237495736044614,0.5671499018343528,897642.2235763893,444439.85023358505,961270.2407834808,6.438544973568809e-4,Drug-sale data: 2018-2020,1754
0.41292403736929334,0.762654963910215,0.62959418948956,0.24951142187862096,0.6059857125867741,734336.3627998311,560045.2722690637,818684.8612501137,6.43139315543619e-4,Drug-sale data: 2018-2020,936
0.585753889096935,0.991610954634686,0.6639737722349991,0.0364775251743709,0.6740200665661719,596122.0359250092,591121.141122371,609137.3844088026,6.436773131093219e-4,Drug-sale data: 2018-2020,1513
