ppm,dur_pri,ppv_pri,p_pri_on_pub,p_pub,tp_pri_drug,tp_pri_drug_time,tp_pri_txi,drug_time,Scenario,Key
0.4736622907089069,0.7874018575695968,0.7405458084980855,0.01035346355624759,0.5998388199253606,836008.370594244,658274.5439496395,840128.3982877106,6.426844138523957e-4,Drug-sale data: 2018-2020,532
0.3599114075099563,0.699309144957724,0.5395787841136562,0.41324959714655696,0.6097932027864835,686014.4184399858,479736.1563879368,805874.7904052874,6.42821244261915e-4,Drug-sale data: 2018-2020,509
0.5385530316765919,0.9406393541012747,0.6992919801109445,0.0952334232819309,0.6439250926673125,661038.5504169827,621798.8751002736,696774.915667027,6.428860757343825e-4,Drug-sale data: 2018-2020,663
0.4210779243422896,0.9283201848325592,0.7141570937492919,0.5880720718318818,0.5808233900793139,683543.986693557,634547.6800685471,908514.0126108852,6.424112551095916e-4,Drug-sale data: 2018-2020,1428
0.3939324984887877,0.7127048590592907,0.7491759673328156,0.22053631143964225,0.5519779994590848,933599.8873047858,665381.176099327,1022424.4646946728,6.421393854122201e-4,Drug-sale data: 2018-2020,417
0.4658507783482555,0.8135398179298071,0.6829468143577554,0.11593846392723768,0.6146878698634868,747441.0744368304,608073.0756105984,790115.2159449364,6.437415264181423e-4,Drug-sale data: 2018-2020,34
0.467217083432278,0.9280785854417446,0.5327489627283227,0.35609343199074917,0.6728942916154632,510434.7557494033,473723.56607620866,612305.8823437709,6.429023482527359e-4,Drug-sale data: 2018-2020,1524
0.4041360726955333,0.7184162231594184,0.5300586516447987,0.16771588480423338,0.6414798062764779,655956.6761030046,471249.9178021265,703650.1078659709,6.42791307235338e-4,Drug-sale data: 2018-2020,1149
0.4643915935228758,0.8133857699736757,0.6840601308449652,0.11542883761734686,0.6145364175068491,748221.1820777308,608592.4622949088,790600.6849566707,6.4324278702948e-4,Drug-sale data: 2018-2020,838
0.4177838353771632,0.8430338161676516,0.6247498358846054,0.42660904297574487,0.6105224598158117,659373.7177486812,555874.3415543227,802382.6719841684,6.432993495760441e-4,Drug-sale data: 2018-2020,1945
0.4783745993298257,0.975544895680436,0.6702209183097364,0.3918906306131233,0.6261789130225273,610615.1760702612,595682.518240354,751499.1069934574,6.425982098093322e-4,Drug-sale data: 2018-2020,705
0.4125251553251182,0.7607103760018655,0.5912937127486855,0.24629029500834387,0.6203839028457082,692000.9023715786,526412.2666367138,770260.0491019648,6.436731220825979e-4,Drug-sale data: 2018-2020,1506
0.5058542783632404,0.9755006148913248,0.6373685256195177,0.27675673056947225,0.6507965779726318,581362.8089033542,567119.7775601697,676002.147009285,6.433196463733675e-4,Drug-sale data: 2018-2020,1174
0.4504404722697394,0.7531998745868932,0.6709805772080266,0.02509444503716334,0.610610166080925,792899.445171397,597211.7626631134,801964.4938724356,6.435185036801791e-4,Drug-sale data: 2018-2020,850
0.4099338931833861,0.8225160414311674,0.567155664152775,0.425665558237417,0.6288462814548248,613117.3720365419,504298.8737801768,742717.7043694056,6.428776973866103e-4,Drug-sale data: 2018-2020,829
0.3586799747001743,0.5990350219749003,0.626468193780589,0.02367014354768803,0.5727758725462888,931769.2146160146,558162.3919530399,939747.6785043837,6.441754649950971e-4,Drug-sale data: 2018-2020,1404
0.4253531368044128,0.900223339121032,0.6583021176721521,0.5067219046447791,0.6027133794638169,651436.4887470726,586438.3311251703,830422.1512951488,6.440798789205037e-4,Drug-sale data: 2018-2020,413
0.4621274635967246,0.8245365840337003,0.5778123371357592,0.15458781736404895,0.6519891480119046,623637.9924933506,514212.3400041018,671617.8881307011,6.434255747136253e-4,Drug-sale data: 2018-2020,1854
0.39177659095592265,0.8462323852900276,0.6147121966895605,0.5946084253628916,0.5990767725945138,646364.2210823328,546974.3365726332,842666.4582413798,6.433358526653181e-4,Drug-sale data: 2018-2020,488
0.4205297346682045,0.7963572094887288,0.5558774378179394,0.2968171644205362,0.6399310571492905,620696.2369961437,494295.92323440366,709221.590374667,6.429106447536387e-4,Drug-sale data: 2018-2020,1157
0.44639275241700976,0.8278732723434991,0.6248879982062214,0.23635317440917208,0.6266407165912302,671570.3882693041,555975.174945503,750782.7292177154,6.432737826557205e-4,Drug-sale data: 2018-2020,1823
0.409747317847117,0.7127007209502392,0.7173491152182656,0.11624803751680222,0.5732046491979483,892767.717797585,636276.1961154385,937419.1691137236,6.41294837848852e-4,Drug-sale data: 2018-2020,206
0.48208760014208135,0.9429872584632428,0.6533122825784544,0.3180432074893547,0.6339150736786857,615486.0793182622,580395.530558618,726944.6381703893,6.423117565474215e-4,Drug-sale data: 2018-2020,1617
0.3900041796782938,0.7511555191936724,0.6191733344139293,0.36007502967565896,0.596342649972108,732531.1633344967,550244.8263200687,852207.2857500114,6.425195672907234e-4,Drug-sale data: 2018-2020,208
0.44005014500479833,0.8738882970239883,0.7228531058915084,0.3802182421615748,0.5880334738212197,734706.6435484455,642051.5375427614,882334.5265612865,6.421884256964697e-4,Drug-sale data: 2018-2020,1234
0.5012645439123867,0.8653540378455978,0.6845631830663401,0.0774434360083302,0.6326898171963069,703894.448991117,609117.9036515652,732322.9693445481,6.433250485120139e-4,Drug-sale data: 2018-2020,1947
0.4074400246669722,0.7644847360402671,0.7251351982837342,0.2851249378084543,0.5685299159659668,844446.160768922,645566.2003156462,955440.9943258252,6.436717259790585e-4,Drug-sale data: 2018-2020,104
0.4475829021141527,0.8166764633328037,0.6677364084804425,0.2044817301345792,0.6115917101811738,727126.875783076,593827.4053087535,800379.6425947701,6.429805186357859e-4,Drug-sale data: 2018-2020,1789
0.4569098882544148,0.9777076834069972,0.46413397871890005,0.496868965674362,0.6973909623278591,422559.4056147367,413139.577565422,546665.8647099405,6.435704164646978e-4,Drug-sale data: 2018-2020,933
0.4574281402108082,0.8513496055136532,0.7182029503143341,0.23857810874288307,0.5991567460971292,750910.2977568647,639287.1857714467,842897.6962116275,6.435635659629878e-4,Drug-sale data: 2018-2020,77
0.30671204468610613,0.5507260996571424,0.48785482308556966,0.25861677646427417,0.5957829031170621,786705.1793838548,433259.0750221429,854483.5682162116,6.42095609403218e-4,Drug-sale data: 2018-2020,572
0.362682304772777,0.6846955773361444,0.6044231878759239,0.33738275388699657,0.5846880265879982,785134.5444205068,537578.1501785496,894600.3017625321,6.430476070109815e-4,Drug-sale data: 2018-2020,422
0.31451370193992734,0.5352548443512974,0.4829114600526389,0.08415082079046879,0.6040557623417858,802838.7847756734,429723.34878428787,824664.8480360167,6.433748420323176e-4,Drug-sale data: 2018-2020,1388
0.3713010621032829,0.7832451769366925,0.5831359033967937,0.5773219382919726,0.5996196700016607,661381.1282784197,518023.5788410202,841837.6581907071,6.42277016588518e-4,Drug-sale data: 2018-2020,1373
0.36082096466299984,0.7246284241091232,0.603112002720587,0.4902904141790084,0.5833294323008288,739754.1058830713,536046.8519743035,898749.1814362934,6.426099019380657e-4,Drug-sale data: 2018-2020,106
0.44200174328253566,0.7866589486391795,0.7482918515381933,0.15950352608826673,0.5803644464136045,845948.4352659534,665472.9066892739,910112.099685094,6.429867118272187e-4,Drug-sale data: 2018-2020,931
0.37514174718930055,0.8291816836216058,0.6045612976434946,0.6699454068293108,0.5928760908801899,647807.0387573057,537149.7310587096,865270.7755025949,6.423883500018462e-4,Drug-sale data: 2018-2020,1610
0.4796626031867903,0.8032148588345157,0.6474655806243508,0.02366054872074801,0.6347756423052661,716537.1537860873,575533.2888279777,724762.5421421293,6.426823855452114e-4,Drug-sale data: 2018-2020,193
0.5058156544409305,0.9152927344241508,0.6697215265252654,0.1688365530067297,0.6384142619763699,651611.2766008895,596415.0671416398,712455.0610370032,6.438682099192038e-4,Drug-sale data: 2018-2020,102
0.4468960598195229,0.8513052034560464,0.6314036693246948,0.2941712780369239,0.6236574853974687,659443.8919840247,561388.0166333072,759259.1218393217,6.428337523035866e-4,Drug-sale data: 2018-2020,1093
0.413893478090842,0.851974489007195,0.5683035100682082,0.4721504310287585,0.6308012523372253,592898.8453874683,505134.69083194423,736904.7623062644,6.426425716613633e-4,Drug-sale data: 2018-2020,402
0.36398312626709994,0.784397313266113,0.5425849377847731,0.6339576788405982,0.6104476636780561,616915.0353128676,483906.4962128826,801969.39019054,6.448168145218823e-4,Drug-sale data: 2018-2020,1738
0.5502942720598683,0.9334993382438144,0.6667130710738126,0.04239462647391207,0.6593701143014035,635422.8962702801,593166.8531732744,650601.107903775,6.432511028800326e-4,Drug-sale data: 2018-2020,1595
0.5317593390358454,0.9389915059795932,0.7294813088690209,0.11651075288069848,0.6307658334962236,690919.8165256516,648767.8390305658,736553.4895193292,6.430100769621228e-4,Drug-sale data: 2018-2020,1793
0.4184315154799779,0.7492506546625194,0.5739589330971459,0.17839491884473044,0.6308329518862859,681986.0440112147,510978.4899461044,737000.2025869265,6.436717278014301e-4,Drug-sale data: 2018-2020,1583
0.4063855071484427,0.7643085130152255,0.6666654341621553,0.29278821825842,0.5889577580747539,776423.1176063699,593426.7984883701,881282.4065422452,6.435789807400722e-4,Drug-sale data: 2018-2020,1782
0.3554170261814417,0.6440437249095714,0.527769468963161,0.2389856248908698,0.6122830798502492,729332.9821726185,469722.3305378592,797032.5788003536,6.434867057507902e-4,Drug-sale data: 2018-2020,358
0.33604964411551913,0.6908149315999113,0.6481898632456891,0.5784970927662654,0.5481929861272256,835109.6075065655,576906.1863880767,1036635.4105605576,6.434956212914628e-4,Drug-sale data: 2018-2020,1380
0.3490099269363509,0.6141221767944562,0.5975881855531447,0.16937119224029937,0.5785604009290066,863499.1939056707,530294.0046216088,917749.4054854749,6.41589649889231e-4,Drug-sale data: 2018-2020,1004
0.3943785668550692,0.810682680457658,0.6729553451070037,0.4918793481179251,0.5788335624941676,738549.7636996881,598729.5020874331,916299.6918142032,6.432607404854732e-4,Drug-sale data: 2018-2020,282
0.4136501228624317,0.9085095662594684,0.6917509241908988,0.5974882909174223,0.5838857855458,675712.3239173797,613891.1103183561,897540.4338870432,6.416293644473601e-4,Drug-sale data: 2018-2020,1636
0.464350228697235,0.9275011583494138,0.7378443384682941,0.3689388965152769,0.5955402318838278,707770.5217655473,656457.9787831141,854090.6510972003,6.43257438442076e-4,Drug-sale data: 2018-2020,169
0.48970318879511054,0.8511032575092031,0.5939708622159372,0.09533007448753168,0.6589964429310259,620850.2148768433,528407.64030697,651252.9435455115,6.432008100535894e-4,Drug-sale data: 2018-2020,1630
0.4241673895439713,0.7520063955098317,0.6727671342927694,0.15372364467224744,0.5966223649860666,795700.586113125,598371.9296679916,851202.8937803152,6.430564219231487e-4,Drug-sale data: 2018-2020,284
0.3554968085024894,0.6825039278431578,0.724471119039868,0.39259462100201586,0.5348326104189063,942595.3910171712,643325.0567360765,1095488.4845213222,6.420251262354191e-4,Drug-sale data: 2018-2020,653
0.3066590630923382,0.5610762938661861,0.47835825790722497,0.30441179718140243,0.6008642828712945,758674.1421112936,425674.0759079128,836788.9204681223,6.433785258413337e-4,Drug-sale data: 2018-2020,114
0.41399354590408294,0.6949071757435209,0.7472864201127098,0.03333957147956968,0.5651497727145971,955578.113551192,664038.0880901804,968951.9442945506,6.42463612314606e-4,Drug-sale data: 2018-2020,1572
0.3538833074886351,0.5990568205406395,0.5326819008067645,0.06100423521782763,0.6090244910619615,790888.0236631606,473786.864859323,808338.7481552367,6.430692015736465e-4,Drug-sale data: 2018-2020,1313
0.3583676965008402,0.6355149155244361,0.46057979565029583,0.18815230841005817,0.6455570284753834,644379.7320480724,409512.93097818946,690970.2749191114,6.428436703131402e-4,Drug-sale data: 2018-2020,1341
0.4559547142342706,0.8317344325561852,0.7062525996269586,0.2024766253624074,0.6022619356087001,754719.6479908442,627726.3181606686,831482.2303964508,6.426180395827373e-4,Drug-sale data: 2018-2020,1213
0.40836673520684685,0.7764035539185759,0.5390326718646391,0.3127213888523796,0.6396655212147506,618249.3627497706,480011.0024468167,708761.7969570196,6.438411606221438e-4,Drug-sale data: 2018-2020,658
0.47255868724989625,0.8482045328078125,0.5754891167021592,0.163227736576317,0.6582928074874889,603597.5109944178,511974.14481697866,654047.2386716806,6.432111278428086e-4,Drug-sale data: 2018-2020,1165
0.4439572469305199,0.7735365884987828,0.5484367097173943,0.10832308124234429,0.6552833919371928,630853.9727391321,487988.6299135324,662724.9573355638,6.433181752468176e-4,Drug-sale data: 2018-2020,182
0.2998270319188754,0.5023495566920324,0.4705027732262251,0.04496055350495748,0.5986065583804377,832827.2299633852,418370.3897731598,844207.4753907581,6.428969821044912e-4,Drug-sale data: 2018-2020,1525
0.4424287268489923,0.8909841993741753,0.5597234114323028,0.4033292256831152,0.6493893384605648,558053.8162664627,497217.1326938774,679264.8490226463,6.422664661563923e-4,Drug-sale data: 2018-2020,186
0.31019181075625873,0.5422134960890777,0.6472131016156356,0.16993510194740974,0.5289420367155897,1062414.567055486,576055.516699119,1121533.3689533586,6.435164822782137e-4,Drug-sale data: 2018-2020,512
0.3829279863508769,0.7699370450031486,0.5265492357720166,0.4622093527563486,0.63047384815009,607992.9875804767,468116.32424034824,738745.7351947499,6.427727168422975e-4,Drug-sale data: 2018-2020,1711
0.41373639258896744,0.7193977586243221,0.6052619229426455,0.11551567599508045,0.6161163457786778,747474.5989650193,537731.5511240489,784991.7398606981,6.42339753815558e-4,Drug-sale data: 2018-2020,465
0.2947376686085587,0.5561700783687642,0.4467661111886055,0.41275158532035033,0.6076321559422246,714181.7905745596,397206.54243339715,813097.9536729052,6.428043473530584e-4,Drug-sale data: 2018-2020,123
0.37590897413158714,0.6956657163294967,0.5758036586147367,0.27844462490612526,0.6051243910350942,735782.9983550622,511859.0066137392,821800.7453806202,6.427151903709661e-4,Drug-sale data: 2018-2020,36
0.4259616563397462,0.7690957867957315,0.704612670896141,0.19198229042190243,0.5866565539941477,815366.3464776232,627094.8217709687,887983.0175430567,6.434656986736869e-4,Drug-sale data: 2018-2020,115
0.48327715383472497,0.940629606533294,0.6232535742220843,0.3078273906771475,0.6454287643481655,588918.2378609957,553953.9303594691,691840.5514523527,6.426159567724695e-4,Drug-sale data: 2018-2020,122
0.5360028512020888,0.9437590699105448,0.6376176650015268,0.10800923975246315,0.6634899969674508,601579.6755152051,567746.2750413173,638547.2582556469,6.437786768549897e-4,Drug-sale data: 2018-2020,769
0.39052940779413714,0.6804772606019928,0.5536503516092592,0.1266435552177394,0.6234275466712073,723436.0554624791,492281.7852418191,761077.4487491588,6.428665395112362e-4,Drug-sale data: 2018-2020,632
0.4551058837761261,0.9970969666762884,0.5507340374985308,0.5376532733033637,0.6595144886937115,491054.2567986211,489628.7099273843,650135.3298099418,6.427877503906985e-4,Drug-sale data: 2018-2020,1429
0.4861656092527143,0.9736219779024212,0.4458917642231601,0.3553462808326509,0.7191321072845565,407325.08002907486,396580.65006716986,492388.7533812275,6.43049943568864e-4,Drug-sale data: 2018-2020,535
0.4230163574617491,0.8489471497056924,0.5872239962689783,0.40883010018779536,0.6285715013556232,615499.7054980112,522526.7206272297,744203.6367390506,6.43350058460839e-4,Drug-sale data: 2018-2020,1921
0.3955574325783406,0.7827226226601647,0.7491328376667054,0.4168149083347229,0.553254632759071,849329.1324557912,664789.1260574793,1017007.4592981478,6.416049525610618e-4,Drug-sale data: 2018-2020,655
0.4895719083049389,0.945511274751958,0.655942746560678,0.2924436616668168,0.6358742161129528,617627.2544084018,583973.5326372399,720830.0845276867,6.436797774675006e-4,Drug-sale data: 2018-2020,1075
0.35526259727111836,0.6416941639036677,0.3762750014590594,0.23705370634295644,0.6887766915623535,521359.0032704784,334553.0296972992,569303.6598515469,6.428390284682135e-4,Drug-sale data: 2018-2020,1644
0.2759103562792114,0.4839675488529612,0.4310681323279368,0.20906955271434904,0.5994392857256055,792322.0040105059,383458.13818323065,840824.507275453,6.431535578164457e-4,Drug-sale data: 2018-2020,811
0.37231024719652145,0.7575312667049778,0.4634211638600652,0.500098730330887,0.6532172923476484,544118.7808779,412186.9893164038,668608.1998744191,6.430741473140278e-4,Drug-sale data: 2018-2020,884
0.42428370502296897,0.9523708480120638,0.6262076424418087,0.6144483748917351,0.6142160935919452,585012.0211677213,557148.3946967542,791305.7809255571,6.432727507505977e-4,Drug-sale data: 2018-2020,1063
0.3447041723441103,0.5805227747937907,0.6210736614928974,0.0480714841674953,0.5659054502266426,950136.7192898964,551576.0047156396,966146.1878508345,6.421032789247863e-4,Drug-sale data: 2018-2020,542
0.4304440981837057,0.8621735406172205,0.6174767335526314,0.4043206072987397,0.6198757210185641,637236.6341705943,549408.5650938618,771507.8733257239,6.433057934259861e-4,Drug-sale data: 2018-2020,253
0.39755410239277233,0.920620578429446,0.5848043642281543,0.7162568608623197,0.6144252313091757,564831.2658008221,519995.286636589,789698.6224842017,6.428822530591307e-4,Drug-sale data: 2018-2020,1660
0.3821533089820502,0.7664888609845342,0.5277126941422915,0.45666422733262346,0.6299832929582804,611081.6286192434,468387.261488938,740270.4840692307,6.417267884110221e-4,Drug-sale data: 2018-2020,1964
0.3010455778875626,0.5136707976306085,0.49535709782337456,0.10194970242717802,0.5874337353394299,856486.1931995654,439951.94602042425,883605.3737874343,6.421396511527334e-4,Drug-sale data: 2018-2020,270
0.39305081880813064,0.6708785204554765,0.5846662266841413,0.07728568104483637,0.611821659620679,774850.2828356149,519830.4113232648,799125.4774628637,6.428302578091387e-4,Drug-sale data: 2018-2020,684
0.5166182361270564,0.9253913610935962,0.7494461059035069,0.1498417851304835,0.6170251681063791,720896.0127683054,667110.9424626086,781383.7058296794,6.435766694911528e-4,Drug-sale data: 2018-2020,969
0.4572399502129562,0.8912611107773515,0.6638434409606797,0.3256021688321137,0.6178565855752612,663236.3679546147,591116.7820111661,779249.7631343567,6.437989375927568e-4,Drug-sale data: 2018-2020,246
0.43814053630069566,0.9307645103780908,0.691997997577941,0.5020434761887805,0.5973585226429566,661597.7879305932,615791.7411504466,848164.8836929698,6.43386075132302e-4,Drug-sale data: 2018-2020,261
0.41915289343170703,0.9143943226897332,0.6050879115808032,0.5768976165943173,0.6185940576840101,588787.4968448489,538383.9443856289,776568.1171269412,6.433040094937853e-4,Drug-sale data: 2018-2020,744
0.5147197027324482,0.9895002077927336,0.7299430574121544,0.2674408660646162,0.623048572905467,656339.2959166093,649447.8696920215,761111.7144213247,6.4327688970963e-4,Drug-sale data: 2018-2020,1943
0.5050691393421595,0.8892109329011313,0.7152152690140943,0.11342533871321316,0.6241444338271758,714639.6469763346,635465.3871759616,758067.5463027213,6.423884999545985e-4,Drug-sale data: 2018-2020,1474
0.4459873892571389,0.8510549970226551,0.6993035627381022,0.2990176011321214,0.5992982748336185,729737.7716121764,621046.9770467198,842029.1635537415,6.420980430952323e-4,Drug-sale data: 2018-2020,1035
0.4095130946143814,0.7130827065289056,0.7173750153547206,0.11638156233258123,0.5729852665223375,893541.6238596907,637169.0795381016,938258.827284054,6.421715780824581e-4,Drug-sale data: 2018-2020,671
0.3819008131490565,0.7544854899275729,0.645188976249202,0.42575803463364226,0.581276253787926,759325.9975021754,572900.4472401718,906763.29732208,6.419997484172688e-4,Drug-sale data: 2018-2020,1986
