State,prv0_m,prv0_l,prv0_u,adr_m,adr_l,adr_u,p_pub_m,p_pub_l,p_pub_u,p_ppm_m,p_ppm_l,p_ppm_u,r_sym_m,r_sym_l,r_sym_u,r_aware_m,r_aware_l,r_aware_u,r_acf_m,r_acf_l,r_acf_u,r_det_all_m,r_det_all_l,r_det_all_u,r_sc_m,r_sc_l,r_sc_u,txi_pri_m,txi_pri_l,txi_pri_u,ppv_pri_m,ppv_pri_l,ppv_pri_u,dur_pri_m,dur_pri_l,dur_pri_u,p_pri_on_pub_m,p_pri_on_pub_l,p_pri_on_pub_u,ra_m,ra_l,ra_u,rs_m,rs_l,rs_u,rc_m,rc_l,rc_u,r_det_m,r_det_l,r_det_u,a0_m,a0_l,a0_u,c0_m,c0_l,c0_u,pr_a_m,pr_a_l,pr_a_u,pr_s_m,pr_s_l,pr_s_u,pr_c_m,pr_c_l,pr_c_u,prv_a_m,prv_a_l,prv_a_u,prv_s_m,prv_s_l,prv_s_u,prv_c_m,prv_c_l,prv_c_u,prv_t_pub_m,prv_t_pub_l,prv_t_pub_u,prv_t_eu_m,prv_t_eu_l,prv_t_eu_u,prv_t_ei_m,prv_t_ei_l,prv_t_ei_u,prv_t_pri_m,prv_t_pri_l,prv_t_pri_u,tbps_pub_m,tbps_pub_l,tbps_pub_u,tbps_pri_m,tbps_pri_l,tbps_pri_u,drug_pri_m,drug_pri_l,drug_pri_u,det_pub_m,det_pub_l,det_pub_u,det_eng_m,det_eng_l,det_eng_u,det_pri_m,det_pri_l,det_pri_u,scale_dur_m,scale_dur_l,scale_dur_u,r_death_a_m,r_death_a_l,r_death_a_u,r_death_s_m,r_death_s_l,r_death_s_u,ppv_pub_m,ppv_pub_l,ppv_pub_u,ppv_eng_m,ppv_eng_l,ppv_eng_u,sens_acf_m,sens_acf_l,sens_acf_u,spec_acf_m,spec_acf_l,spec_acf_u,dur_pub_m,dur_pub_l,dur_pub_u
India,0.0018476252121643688,0.0017418401545131541,0.0019599481219496335,0.047762724047742136,0.04718732441116108,0.04837007686883898,0.6657289281569416,0.5938307070751135,0.7107014131510464,0.8122366638575773,0.5888710452522143,0.9886007614083075,1.2429064678252617,1.1128765384164023,1.4052648684603126,3.598397537402017,3.1254170032729087,4.182546187263538,0.005441267334737769,0.005383704322204888,0.005499126547686736,4.099892258112282,3.496838454554731,4.812222870171599,0.19666573385465658,0.10523370957755313,0.2940995455411402,0.7376087029986429,0.5104463044484607,0.9831387573322269,0.5165906124778249,0.13491727187581382,0.8344258849455839,1.0837763227985435,0.5858271931456899,1.487501191402198,0.2903056055854149,0.025201889499558816,0.7128380292428799,0.19938636752202546,0.10794123622966065,0.2968228748755407,0.3193863675220255,0.22794123622966064,0.4168228748755407,0.3193863675220255,0.22794123622966064,0.4168228748755407,4.500373646604629,3.8016164902970084,5.354612387395922,3.1193094996670228,2.688685799836142,3.601617388930229,0.8273544265405122,0.6810123585027823,0.9997491561928877,0.6300728620965647,0.6012458686273163,0.6580723901890689,0.20280923583981236,0.18094932503938319,0.22603577447851667,0.16711790206362298,0.14531994019205266,0.19011995985432245,0.0011641813155182609,0.0010773243119974643,0.0012545146747038616,3.746942635209932e-4,3.293030665096162e-4,4.228019968637265e-4,3.087496331251058e-4,2.6686046221131003e-4,3.545922076888765e-4,5.371919319778072e-4,5.36764634215634e-4,5.376187737744307e-4,2.177716018283868e-4,1.889585209566846e-5,5.347601047889116e-4,2.4533756822883436e-4,1.1206821562533674e-4,3.6357203170999053e-4,1.1698725351243804e-4,7.5752715735401455e-6,2.55574499958887e-4,5.371919319778072e-4,5.36764634215634e-4,5.376187737744307e-4,5.800964235696652e-4,3.767480465109402e-4,9.012353921860158e-4,3.6232482174127504e-4,3.23248527017653e-4,4.01550618090005e-4,0.6657289281569416,0.5938307070751135,0.7107014131510464,0.2679614147699933,0.23907313098201738,0.28601414514615775,0.06630965707306508,0.003299023214613449,0.166988028222692,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Andhra_Pradesh,0.0015780570057230157,0.0011368801178536865,0.0021040153894950524,0.06754360145102081,0.06444558453002988,0.07051731025820268,0.7079155305563873,0.6500891553488917,0.7303354271462322,0.8994372046028157,0.6843940530120107,0.9972754856907363,1.728536522893388,1.1604555951189712,2.5472392060647624,3.9211408461198056,2.169479238444943,6.963262120210126,0.005429896055775529,0.005159536299466515,0.005691545677200306,5.147744176595454,2.617509326415463,10.023187314422305,0.19993896948969864,0.10529768947031973,0.29427904010901096,0.7254949992886448,0.5082579051896355,0.9810073138946679,0.5652557682274687,0.1477530756858615,0.8392758180317247,1.2567160114678202,0.7168706354330143,1.4947557942516154,0.5151190766286395,0.22741692340219907,0.8209535366553745,0.2026539175175864,0.108019435556576,0.2969543231818826,0.3226539175175864,0.228019435556576,0.41695432318188264,0.3226539175175864,0.228019435556576,0.41695432318188264,5.274433195617745,2.6727660631617254,10.280528102109422,2.5200023188129834,1.2058426848316008,4.832060454130415,0.8104297235820571,0.2985276427038923,1.7741272793549243,0.5701487218644871,0.43344653642271236,0.702216786119119,0.24666453462433569,0.13830549179867999,0.37320822574060497,0.1831867435111773,0.09097229712700998,0.2987312112236453,8.995869394693391e-4,5.840934953075327e-4,0.0012815248184991632,3.891289474838907e-4,2.0291509023793726e-4,6.428190852076183e-4,2.8934111876977367e-4,1.3523511557676424e-4,5.050334296129401e-4,5.897248773828339e-4,5.875046855229644e-4,5.920076126319666e-4,4.100121471266104e-4,1.7982036235698326e-4,6.523724798789482e-4,1.451479445012112e-4,6.33904921222103e-5,2.1108032897394728e-4,3.948936033320539e-5,1.1747507581023208e-6,1.1982044164587426e-4,5.897248773828339e-4,5.875046855229644e-4,5.920076126319666e-4,5.946494519610311e-4,3.93912539518679e-4,8.264217040305346e-4,1.846373048344162e-4,1.3789344461789802e-4,2.3464780638369226e-4,0.7079155305563873,0.6500891553488917,0.7303354271462322,0.2608544965188903,0.23940449807694938,0.26946585707625703,0.03122997292472237,7.355004623327998e-4,0.11055351978597308,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Arunachal_Pradesh,0.0022965636222249623,0.0016389560147950176,0.0030846464088545842,0.09361152305840582,0.08112794158595238,0.0997515904147403,0.9281953164080275,0.7988878277846677,0.9899321323934396,0.1263482158904399,0.01987740289184489,0.5057982699291346,1.3386250443396412,0.8663910255553375,2.0601504972148335,4.025416367623029,1.9510084277508657,8.1285863360526,0.005588677759621478,0.004764135337637049,0.006457072205890674,3.7334448193084353,1.7781624924931123,7.686391029732929,0.1984949995626167,0.10467745189388944,0.29508629791854196,0.7474655131669884,0.5131057076637038,0.9888036196960235,0.46861446035902127,0.11776657089364848,0.8302501870806588,0.7438836690099002,0.08505805937080585,1.457266091603569,0.29268003493983824,0.02837528857445973,0.6958313018835575,0.20128933844242744,0.10740575417588175,0.2979287521345651,0.32128933844242746,0.22740575417588174,0.41792875213456515,0.32128933844242746,0.22740575417588174,0.41792875213456515,4.0326808022278895,1.911151495601042,8.277958542571556,3.3517651854819293,1.3615952407746124,7.375499511630061,1.1563358048091177,0.3543966764833901,2.85120641286311,0.5923995051588813,0.4328939051684049,0.743597141148472,0.20309890039664716,0.09285250540460607,0.3467872197717483,0.20450159444447152,0.0928475713896465,0.3446980085802903,0.001360226930582803,8.516341426199113e-4,0.0019831797914657556,4.6636000782860216e-4,2.0028888009113725e-4,8.398832622038623e-4,4.6997668381354777e-4,2.0092198673096526e-4,8.48697996923471e-4,9.035806942906062e-4,8.870144538889553e-4,9.194742051436378e-4,4.4807226721347284e-6,4.231452530119604e-7,1.1094776429451205e-5,1.3155817869378361e-5,2.097690602887412e-6,6.828443770269183e-5,2.173460600239249e-4,1.37026661634302e-4,2.9056944903459257e-4,9.035806942906062e-4,8.870144538889553e-4,9.194742051436378e-4,2.3498260056543794e-4,1.6648449636944303e-4,3.0507744004370905e-4,2.3050187789330323e-4,1.6178578579667673e-4,3.004573385957203e-4,0.9281953164080275,0.7988878277846677,0.9899321323934396,0.0047016985069887225,0.0034599153094335474,0.006101797156749027,0.06710298508498372,0.005001680187717244,0.19746254372672087,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Assam,0.002763476694209061,0.0020227803174457486,0.0036616423343413403,0.08059308185219698,0.076099612118905,0.08508221272585116,0.7706631499254817,0.6472591353120557,0.8447415694605855,0.6464563903008921,0.33003827822982784,0.9815079340692926,0.7886366432884828,0.5082713304094033,1.2433659541498983,2.202294792221051,1.0445208486544826,4.440308818316421,0.0012277222822239084,0.001124024357125247,0.0013365278104977563,1.974944027996124,0.9480819501742763,4.067756506897461,0.1996440877881352,0.1053481208752698,0.2951910586842508,0.734392832202827,0.5115326214897636,0.984280929141988,0.5228694391295213,0.1430030074011464,0.8345243170944946,0.950811134177129,0.3771113654096187,1.4704069149189982,0.2926174455422829,0.028019816450124833,0.700931163364154,0.20025794892924717,0.10597751576228805,0.2958109790930956,0.32025794892924714,0.22597751576228803,0.41581097909309556,0.32025794892924714,0.22597751576228803,0.41581097909309556,2.179261520724994,1.0455528467001665,4.493460685860367,3.2799908708876253,1.3488934846135354,6.931924474019118,1.1230514330466654,0.3486185151961771,2.743602872514666,0.5912763502315455,0.42972293257958616,0.7343714403532743,0.20659881178885983,0.09713708997200347,0.3457032033654632,0.20212483797959474,0.09306423941304036,0.3434968234063187,0.0016338628572423772,0.0010208522245423511,0.002356600088757276,5.714283513539171e-4,2.534483186103462e-4,0.0010403618051765889,5.581854856127576e-4,2.3823357766172577e-4,9.998641091188117e-4,4.810165098481425e-4,4.7845655136423323e-4,4.836009061535758e-4,7.604337636166689e-5,7.279569882793869e-6,1.8242832415644455e-4,1.0632534411189346e-4,3.61369987867804e-5,2.25275767105805e-4,1.255618413641202e-4,9.835462572492371e-6,2.24901823016005e-4,4.810165098481425e-4,4.7845655136423323e-4,4.836009061535758e-4,3.0793056183768254e-4,2.0766825790372652e-4,4.3278026008593674e-4,2.3188718547601414e-4,1.643115210267015e-4,2.961848947520887e-4,0.7706631499254817,0.6472591353120557,0.8447415694605855,0.13872124405058064,0.11659536214690633,0.1522402470246381,0.09061560602393767,0.0028990673461112217,0.23585851387860152,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Bihar,0.0027987002880865467,0.0021379014307352563,0.0035137248456753637,4.6899158050868074e-5,1.010600349453459e-6,1.722522236617205e-4,0.5023765899627929,0.4086505435679852,0.5510041369568841,0.8243600810102453,0.5569154655391725,0.9915391267772588,0.7147382514321773,0.5031814225322294,1.0113158384730843,1.3209649468773927,0.7997159191130198,2.18811172943518,0.0017582816479560894,0.0016556468217562318,0.0018642376015619076,2.4747680861269856,1.2220162338902465,4.880553168853883,0.20085007163234903,0.10503148154916636,0.29444770505169793,0.7364103619403566,0.5092829214740056,0.9846649871677045,0.5394363388950925,0.1458707057671411,0.8370043404437272,1.1310945909512737,0.5930907543703983,1.4792468007668746,0.3178797707923014,0.03333490258122393,0.7166872896089408,0.20172921245632708,0.10589792237758054,0.29528186093731873,0.3217292124563271,0.22589792237758055,0.4152818609373187,0.3217292124563271,0.22589792237758055,0.4152818609373187,2.7154460114679604,1.327667231192972,5.352203689194973,2.3794734996156346,1.3629491882672573,4.132002971761747,0.5240559765488374,0.20492061898678013,1.0859490873598598,0.6006756994138276,0.48314214395840005,0.7096707909295621,0.2673062343054237,0.16840040760911523,0.3717981038210751,0.13201806628074875,0.06403885778653867,0.22226258690394043,0.0016806432210159426,0.001193452024913947,0.0022325526041964395,7.4858240129893e-4,4.31851869236117e-4,0.0011237326529071772,3.6947466577166545e-4,1.67635465643071e-4,6.549026492241811e-4,2.407107323669208e-4,2.39753189614589e-4,2.4165844753144851e-4,2.618548094637735e-4,2.745850088162506e-5,5.899767235088578e-4,2.5417161943592923e-4,1.159945624459935e-4,3.783164619040218e-4,1.01811959294185e-4,5.133238912377516e-6,2.5946737353739355e-4,2.407107323669208e-4,2.39753189614589e-4,2.4165844753144851e-4,6.178383881938936e-4,3.73283934904811e-4,9.524009431672939e-4,3.5598357873011617e-4,2.7594492009236604e-4,4.386150012365025e-4,0.5023765899627929,0.4086505435679852,0.5510041369568841,0.4055667600715336,0.329230146635053,0.44517525481234094,0.09205664996567357,0.0038068462287436967,0.2616804709767961,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Chandigarh,0.0022641133783431002,0.0014760766510981264,0.003238731486912972,0.09789266035255052,0.09280417445877229,0.09993642274401147,0.879615458772069,0.8154150434004386,0.9151186354987985,0.7013406618088099,0.405349179998573,0.9759537934353637,1.413216971395412,0.8794212500087545,2.2209131588654647,12.162078330331584,3.199121308082325,39.41252996675667,0.0036031389807538953,0.002835134373394091,0.004471833600343917,11.40990105175362,3.163562808485137,35.70674394042629,0.198886765481667,0.10453371850849746,0.29482026077386075,0.7343484090261029,0.5087982947024899,0.9839348679749835,0.538466704666375,0.1509625161571232,0.8379976118743395,0.9594750444649116,0.3334020700916455,1.475585057973066,0.2929275823438276,0.025699553550963178,0.7038617249609549,0.20068833497204394,0.1062807154064507,0.29669985298519314,0.32068833497204396,0.2262807154064507,0.41669985298519313,0.32068833497204396,0.2262807154064507,0.41669985298519313,16.89826868388921,4.650840468690091,52.79137938591268,9.334488324697146,2.2164227183571885,31.575221110638545,1.54047837481718,0.17487465928009704,5.910976441184873,0.7519698562728478,0.5718007879813736,0.8988742411042481,0.12473528644796765,0.025875142836252772,0.27631657328745013,0.12329485727918447,0.027545789329292133,0.27993576400930287,0.001701503987333038,0.0010284607745901246,0.0025596128012338216,2.8318301842654854e-4,5.6445096244614755e-5,6.81603724510555e-4,2.794263725835054e-4,6.004882527143018e-5,6.817304203128618e-4,0.0012290887500753388,0.0012073361470261396,0.001251105638142693,5.91133054546473e-5,5.1365823701848635e-6,1.4136206231667902e-4,8.399033086959638e-5,2.5987226075998265e-5,2.0723231908279874e-4,1.494646324629282e-4,2.3780565051593503e-5,2.4117502672737123e-4,0.0012290887500753388,0.0012073361470261396,0.001251105638142693,2.925682687871729e-4,2.0097490890652527e-4,3.9430591990731256e-4,2.334549633325249e-4,1.67028697984657e-4,2.99873210033764e-4,0.879615458772069,0.8154150434004386,0.9151186354987985,0.0803837132880259,0.07339692950516201,0.0863428469800485,0.040000827939905094,0.0020401470125431193,0.10960393597667224,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Chhattisgarh,0.0020202175789059444,0.001437272767275317,0.0026997746332550836,0.09988590402584752,0.09956301025566404,0.09999716533900005,0.6787169634187271,0.5987808125743203,0.7153741946902453,0.844647512021227,0.5882112807319718,0.9933005983970796,0.6599904341520388,0.4609155142607546,0.9191589184294077,5.631871134905451,2.131483218807628,13.859179172317367,0.005950731080797519,0.00558677966212386,0.006318888455250863,11.28524951260256,3.0596562400370098,38.228367997633526,0.19914373256896312,0.10564422866991693,0.2945342043478758,0.730762104703854,0.5089392793901539,0.9850898302780259,0.552114038340962,0.1612279152463088,0.836649640643677,1.183914764938921,0.6611112108347473,1.485656996833534,0.3481660334063145,0.047973175132957416,0.7426274001433163,0.20211909810936188,0.10853201259659823,0.2975663423016474,0.32211909810936185,0.22853201259659822,0.41756634230164735,0.32211909810936185,0.22853201259659822,0.41756634230164735,12.218042136074326,3.298499699653209,41.50072373862274,9.197070167343856,3.211986165458664,23.464055866712016,0.741757369266228,0.10384836968679578,2.586904532694958,0.8219622991673411,0.694788028638707,0.9192064847368312,0.1122833326505009,0.037732289149746454,0.22330703962615886,0.06575436818215803,0.013788369005756036,0.15538594772603503,0.0016606538528332975,0.0011549820336209929,0.002280367343269288,2.269267864063968e-4,7.257173427482568e-5,4.745959068618622e-4,1.3263693966624328e-4,2.5860255652190806e-5,3.2456268729442626e-4,4.551856496289885e-4,4.5258892924147025e-4,4.57790811427199e-4,1.8417248612454944e-4,2.534305526481195e-5,3.907435023377111e-4,1.3694888351182028e-4,5.804379088664094e-5,2.0447364065640653e-4,5.562308259636016e-5,2.838782274956461e-6,1.4591644749409354e-4,4.551856496289885e-4,4.5258892924147025e-4,4.57790811427199e-4,3.7674445223273307e-4,2.1861613528192776e-4,5.874626031255613e-4,1.9257196610818021e-4,1.41034059706242e-4,2.4684577541458924e-4,0.6787169634187271,0.5987808125743203,0.7153741946902453,0.26803015438075695,0.23553913214915126,0.28305649291177454,0.05325288220051598,0.0019055841183561197,0.16579060765290612,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Delhi,0.0038945280507597887,0.0026721598425076113,0.005327017249135202,0.024939090658211732,0.02200998872315774,0.027867586995705053,0.6449241835568779,0.49568177429202204,0.7349311584777917,0.6667513264989763,0.3443290016031291,0.9696505593862516,1.5440046786111035,0.9631407188475024,2.4339668429857677,5.297362301050027,2.347138134519436,11.973735773309421,0.0031886110448144144,0.0028506307074804326,0.0035329608848350775,7.7285868225643926,2.918192045717159,19.979033817725032,0.19878117014133412,0.10394863830376613,0.29471239696441276,0.7374720204853933,0.5104331345896709,0.9855590689553242,0.49942183477305013,0.1301016389894825,0.8316376776298608,0.8683829021218005,0.308846486244358,1.468810367084382,0.2885421897842354,0.026450187809325464,0.7032673318073043,0.20037547566374134,0.10550395588048915,0.2963272403483052,0.3203754756637413,0.2255039558804892,0.41632724034830526,0.3203754756637413,0.2255039558804892,0.41632724034830526,10.577694495833821,3.9685110142671234,27.07933583471077,3.8242797947370364,1.5300791205648692,8.981507460907519,0.8205943890004995,0.1889949509979697,2.2555119824318255,0.6571082906430719,0.49232915918327147,0.802622363021421,0.20162465116891357,0.08555114286409214,0.34511809882203753,0.1412670581880146,0.04870519479698398,0.27127873122632057,0.0025588959597449795,0.001604169844498406,0.0037498359560374692,7.850972216594315e-4,3.03554953373687e-4,0.0014593038305535098,5.505348693553699e-4,1.726202261994415e-4,0.0011474909905954032,0.00139023729396386,0.0013851786458596348,0.001395273651188691,4.047630010026665e-4,3.712099900467758e-5,9.904553106730352e-4,6.807892924508921e-4,2.0178079683846276e-4,0.0015688493025774243,9.83930670788458e-4,1.3222959268515978e-4,0.0016512834141557307,0.00139023729396386,0.0013851786458596348,0.001395273651188691,0.002069482964242026,0.0014627485254530266,0.0028022721800413848,0.0016647199632393557,0.0012378092245943003,0.002086283672550158,0.6449241835568779,0.49568177429202204,0.7349311584777917,0.22565137833701235,0.1735651992341436,0.257382171775485,0.12942443810610985,0.008062735747322568,0.3307371093716243,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Gujarat,0.0012805344570699624,8.713813503578467e-4,0.0017517977710189868,0.06303013251034757,0.0606858613971557,0.06522269187425506,0.62992904275452,0.5637468378307766,0.6578042010356445,0.8875889261507386,0.6690125957044828,0.9956228024517072,1.8983886340036726,1.2606072625583207,2.8983122409294895,19.2808065768151,5.473916821195482,61.69611103689473,0.007394338988825141,0.007056388964322173,0.007712903256680387,12.745858660056454,4.448918824729183,33.77661667748839,0.19943041742493706,0.10427213061555078,0.2955351447617103,0.7297932389240802,0.5102277017626706,0.9844211571031422,0.5512863457408862,0.15297125007533108,0.8346960786800665,1.2428681370331005,0.7140147648466255,1.4913898495747688,0.4095417344379126,0.0936979203808174,0.7667552974610952,0.20312758691934962,0.10793547748868808,0.2992783023013163,0.3231275869193496,0.2279354774886881,0.4192783023013163,0.3231275869193496,0.2279354774886881,0.4192783023013163,13.442216040081954,4.663558969223361,35.45519130445949,10.785946112630274,2.7636967770082346,35.07419296042942,1.9749045514208594,0.28203352249603986,7.454646432012308,0.7604301408837966,0.599616939255746,0.8891330300566063,0.10340676255433107,0.023095650762691756,0.23033522714769245,0.13616309656187237,0.04151454965218844,0.2743955257194845,9.73935632371677e-4,6.167121023221744e-4,0.00139988322122311,1.3212384432318734e-4,2.8369979089765384e-5,3.1291527972495173e-4,1.7447498037508963e-4,4.964908843092748e-5,3.7451683461939105e-4,6.728242442861394e-4,6.707539720963763e-4,6.749603029775086e-4,5.234513816667059e-4,1.1918886762843174e-4,9.805199270129655e-4,2.8925828865005105e-4,1.2972074772639176e-4,4.132683634850633e-4,7.960218491600653e-5,2.9912389927107435e-6,2.4052389052460726e-4,6.728242442861394e-4,6.707539720963763e-4,6.749603029775086e-4,8.923118552327707e-4,5.285104136429857e-4,0.001341828714729492,3.6886047356605897e-4,2.7238465425025925e-4,4.636824649725128e-4,0.62992904275452,0.5637468378307766,0.6578042010356445,0.32610417983049644,0.2920092006870583,0.3406942168052887,0.04396677741498354,0.0014982584638112916,0.1443793851994697,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Haryana,0.004022013549684862,0.0024853443790157238,0.0059772094931926775,0.015499592168635428,0.012159713068785483,0.018798209077605082,0.6693470566469759,0.592704063444769,0.7050178169956808,0.8521844550692186,0.604950859563702,0.993933849793473,0.968884306397298,0.5614316159219266,1.6957597236247166,2.1929215851018635,0.9276297763910856,4.9462951822175,0.0031952282510889483,0.0027740519053261513,0.0036025970503026157,9.498931143580048,1.885595471970794,37.31415705289409,0.20042867335098166,0.10493666097389377,0.2950017830336362,0.7268869721863809,0.5101401985779755,0.9866144901480363,0.5567900676789319,0.15110192940964026,0.8391117534574304,1.1873823486186834,0.6486022730049094,1.4897665965344586,0.3474068720516498,0.04956906091148172,0.7360272497986606,0.20202628747652612,0.10666452139040115,0.2966215075953331,0.3220262874765261,0.22666452139040016,0.4166215075953331,0.3220262874765261,0.22666452139040016,0.4166215075953331,10.607647127200716,2.108699307480923,41.943826157243265,2.822074971556962,1.0026747368221278,6.635329405611367,0.3970824963889734,0.041971720148934404,1.3574159849519851,0.6406800689144813,0.44431842873163957,0.8115458638167128,0.2695509185926179,0.11500033344094147,0.45939282643011686,0.08976901249290074,0.012615993842495251,0.23619808741729767,0.002577154471668139,0.0013749704859531279,0.004087479150745246,0.0010849871547660918,3.999628962519377e-4,0.0021299920872412414,3.598719232506256e-4,4.970580413345397e-5,9.904084220775581e-4,7.778971584382526e-4,7.744534791797531e-4,7.812433762526938e-4,4.048639688801724e-4,5.760148700597377e-5,8.580450815142881e-4,3.210726710079292e-4,1.3682349946002377e-4,4.713106511298471e-4,1.1743251350290041e-4,5.219651323388248e-6,3.1838683614665906e-4,7.778971584382526e-4,7.744534791797531e-4,7.812433762526938e-4,8.433691533910096e-4,5.02031535181592e-4,0.001310785501269309,4.3850518451083196e-4,3.280428174767427e-4,5.489368559525923e-4,0.6693470566469759,0.592704063444769,0.7050178169956808,0.2784704502185132,0.24625355638781307,0.2935586125379873,0.05218249313451088,0.0017873930050924004,0.16065953701715946,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
