ppm,dur_pri,ppv_pri,p_pri_on_pub,p_under,tp_pri_drug,tp_pri_drug_time,tp_pri_txi,Scenario
0.5840058037961423,0.9739718764171216,0.7423683042601531,0.27194355467383446,0.15595071064439647,635633.9940125672,619089.6338629295,755642.5920539339,tx_11
0.5421582802626471,0.8909019359530902,0.6785395917695712,0.2656350657733755,0.1697956142122593,635606.7588224885,566263.2919398239,742545.3569032018,tx_11
0.5686326169406201,0.949537467682981,0.65857730381219,0.2749941017172343,0.1522266974863209,579348.4067416498,550113.0190436358,686733.3185937109,tx_11
0.3933418941629314,0.6210679804970832,0.5328378567509054,0.2789763808058227,0.236602246966486,715610.0692499024,444442.5005324147,803815.2015814348,tx_11
0.5823631768969934,0.9941676524052488,0.6639709854519682,0.30020988948206706,0.14593914146994938,558212.8877866855,554957.1961932437,676483.257270879,tx_11
0.3543389858822177,0.5609730305347251,0.6500130938617703,0.31675187779323993,0.2997355298072968,968362.629536362,543225.3189475883,1090790.2420350786,tx_11
0.3973257531194712,0.6334340294851765,0.6459224587946553,0.2952257750616942,0.2613952872305458,850357.6580075874,538645.4778153237,963360.634403056,tx_11
0.3887037414410886,0.618249055929118,0.6945600206471011,0.30276469176399723,0.2796561343399569,937136.5201955176,579383.7688875776,1062134.6530533228,tx_11
0.4434573951706078,0.7213227327738844,0.7492737937666818,0.302344029779582,0.24682547801628732,867946.1252258722,626069.2709484302,1002336.028038179,tx_11
0.43403377329469167,0.6946204445330565,0.5670626380911798,0.27519032204209815,0.2155586291686711,683213.7149625779,474574.2143983868,775887.1449719897,tx_11
0.5029793516073678,0.8389179069053968,0.6130407663801614,0.30896084101442517,0.18137180629001193,610227.7733428852,511931.00634835416,722505.8495933729,tx_11
0.4666258224930761,0.765885026760859,0.6448433071798716,0.30200668073494025,0.2106222753545516,704577.3987725955,539625.2799140457,820157.3478293176,tx_11
0.5786771910725678,0.9857160142517334,0.6721872051129142,0.3016862837887929,0.1490851601112691,569460.596135726,561326.4290963239,689903.1843474295,tx_11
0.45714445050045366,0.7491942194936461,0.605789475569647,0.3042036978232797,0.20842006870884297,676222.3957027206,506621.9099526233,785451.1909242449,tx_11
0.4054683846303728,0.6388898722262111,0.555676052636688,0.2574804293948118,0.23315480931110097,727468.9216248405,464772.5263854339,812270.0567012709,tx_11
0.5702000711727485,0.9488880477352544,0.6837813130885704,0.2747736725670829,0.15535226980289626,600974.3480522922,570257.3758623068,712625.6634482217,tx_11
0.499343476639546,0.8171585406367424,0.7096567545304305,0.2847219521120689,0.2011167948758367,725772.2660259923,593071.0057404215,846060.0493082998,tx_11
0.5691344744934685,0.9591717353194408,0.7311060422032197,0.2916323293726852,0.1626102558309018,636704.9388858033,610709.3811175544,763415.0519361836,tx_11
0.5492418192122864,0.9073651140218576,0.7069215891772612,0.2687587788281676,0.17003458329350551,651183.2401083151,590860.954910004,763953.0734164518,tx_11
0.3927613839356511,0.6273028024366583,0.6768607630566399,0.2993403895319818,0.27204778510873906,901426.4259239638,565467.3231725632,1021526.6451714536,tx_11
0.47030428430193266,0.7701390947359582,0.5378852406811415,0.3067211752433937,0.18600089580711313,583163.1320522979,449116.7266021428,681466.1848733998,tx_11
0.5269150177535123,0.8696699498738866,0.7295546228944498,0.2829864488492656,0.18697700413279164,699969.7535350848,608742.660470094,822632.2991269481,tx_11
0.43986801263603065,0.7007285148860494,0.5587566170879089,0.2623399380923482,0.20974531941509153,666289.2063679572,466887.8460628231,753205.2911768927,tx_11
0.3733678035495518,0.5883377622912259,0.6236019230728908,0.2834303955679535,0.2760935870436342,886461.0129958481,521538.4887443906,991371.7200078802,tx_11
0.5239528576177168,0.8752954828654816,0.6114442579397519,0.3036247263528232,0.16880221020193067,581887.949210356,509323.8934776834,691970.0314254242,tx_11
