State,prv0_m,prv0_l,prv0_u,adr_m,adr_l,adr_u,p_pub_m,p_pub_l,p_pub_u,p_ppm_m,p_ppm_l,p_ppm_u,r_sym_m,r_sym_l,r_sym_u,r_aware_m,r_aware_l,r_aware_u,r_acf_m,r_acf_l,r_acf_u,r_det_all_m,r_det_all_l,r_det_all_u,r_sc_m,r_sc_l,r_sc_u,txi_pri_m,txi_pri_l,txi_pri_u,ppv_pri_m,ppv_pri_l,ppv_pri_u,dur_pri_m,dur_pri_l,dur_pri_u,p_pri_on_pub_m,p_pri_on_pub_l,p_pri_on_pub_u,ra_m,ra_l,ra_u,rs_m,rs_l,rs_u,rc_m,rc_l,rc_u,r_det_m,r_det_l,r_det_u,a0_m,a0_l,a0_u,c0_m,c0_l,c0_u,pr_a_m,pr_a_l,pr_a_u,pr_s_m,pr_s_l,pr_s_u,pr_c_m,pr_c_l,pr_c_u,prv_a_m,prv_a_l,prv_a_u,prv_s_m,prv_s_l,prv_s_u,prv_c_m,prv_c_l,prv_c_u,prv_t_pub_m,prv_t_pub_l,prv_t_pub_u,prv_t_eu_m,prv_t_eu_l,prv_t_eu_u,prv_t_ei_m,prv_t_ei_l,prv_t_ei_u,prv_t_pri_m,prv_t_pri_l,prv_t_pri_u,tbps_pub_m,tbps_pub_l,tbps_pub_u,tbps_pri_m,tbps_pri_l,tbps_pri_u,drug_pri_m,drug_pri_l,drug_pri_u,det_pub_m,det_pub_l,det_pub_u,det_eng_m,det_eng_l,det_eng_u,det_pri_m,det_pri_l,det_pri_u,scale_dur_m,scale_dur_l,scale_dur_u,r_death_a_m,r_death_a_l,r_death_a_u,r_death_s_m,r_death_s_l,r_death_s_u,ppv_pub_m,ppv_pub_l,ppv_pub_u,ppv_eng_m,ppv_eng_l,ppv_eng_u,sens_acf_m,sens_acf_l,sens_acf_u,spec_acf_m,spec_acf_l,spec_acf_u,dur_pub_m,dur_pub_l,dur_pub_u
India,0.0018462849924727853,0.0017326601982887231,0.001965042598831922,0.04775387855102269,0.047128390274566306,0.048382983813469706,0.6756911217200832,0.6134310229439087,0.711580356437868,0.8468604594787078,0.6392510982881936,0.9929939324141027,1.2334138547833087,1.1112789486092458,1.3698667932240933,3.5723389788937574,3.0822514638656853,4.1348447488291225,0.005441691558868513,0.005381910163739238,0.00550082064439574,4.052032539665449,3.463932421926111,4.767421827388204,0.2025923712660968,0.10545068660196204,0.29440502021512116,0.7376751910772035,0.5094727832905052,0.9847972552305716,0.5193628672303819,0.13776960270933788,0.8360958755909472,1.0696641688531747,0.6851159143013028,1.4613804427174557,0.30802875021890264,0.030468160924386523,0.6207081370836721,0.20531321704553104,0.108189107350106,0.29712227921487044,0.32531321704553107,0.228189107350106,0.4171222792148704,0.32531321704553107,0.228189107350106,0.4171222792148704,4.432117333688961,3.7717043502376764,5.216737727234125,3.126458752201847,2.6925726792250955,3.595152928854211,0.8294375879489742,0.6750772908338277,1.006832106802779,0.6303183503452179,0.6024024796777145,0.658318995420868,0.20247653065809032,0.18068223035559475,0.2263876878918211,0.16720511899669177,0.14586477755962673,0.18920319834050126,0.001163732112052209,0.0010764520966460383,0.0012522450783918233,3.7381907751110334e-4,3.2782040036886e-4,4.243044251843808e-4,3.0873380290946374e-4,2.6583546774401525e-4,3.554326337563265e-4,5.371968912260064e-4,5.367600715274617e-4,5.37612882884665e-4,2.3107179508901734e-4,2.287894682124644e-5,4.654804393979013e-4,2.538041508341035e-4,1.0464670507487526e-4,4.7921703863857605e-4,9.565077016376579e-5,4.222952636298537e-6,2.533030948872495e-4,5.371968912260064e-4,5.367600715274617e-4,5.37612882884665e-4,5.805267160868922e-4,5.070956080726688e-4,6.581970938859253e-4,3.494549209978712e-4,1.33800821393604e-4,5.656751715269648e-4,0.6756911217200832,0.6134310229439087,0.711580356437868,0.27197194122496027,0.24707986677962643,0.28637416440089847,0.052336937054956595,0.0020224627011996435,0.13945433564305384,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Andhra_Pradesh,0.0015787965619112273,0.0011377514432597317,0.002088383278547457,0.0675286370613011,0.06456281761852085,0.07053765053089425,0.6835542591050366,0.5679495557484747,0.7295946777694109,0.8153307603279697,0.4839175368950006,0.9935778716602461,1.7657570208590314,1.1766854838286913,2.594567643962256,4.072613345118596,2.2357022547365313,7.429652746123151,0.005428632895748943,0.005157663848644487,0.005687850300529381,5.308284169618173,2.6926638902108224,10.430554560633604,0.2010012046431383,0.1042013753439492,0.29502240784457917,0.7315112041703683,0.5087868537581358,0.9840099485165246,0.546761850269875,0.14870940365835658,0.8373941145725622,1.17457961234591,0.6351722780407608,1.488741421148914,0.23346073640947504,0.022469925782679628,0.604791165938718,0.2037155210910128,0.10695453875495163,0.2977610215522569,0.32371552109101276,0.2269545387549516,0.4177610215522569,0.32371552109101276,0.2269545387549516,0.4177610215522569,5.492337911824785,2.7609480500560353,10.886646950417594,2.550769550337957,1.2557327446449607,4.985864018516037,0.8173667221964473,0.30138320638488103,1.764087432464233,0.5721378300336208,0.43647455665579116,0.7064481052936787,0.24450603611276053,0.13361801110827065,0.366532254765962,0.1833561338536186,0.08792839503038057,0.29954545586848996,9.0332253554806e-4,5.917957042554235e-4,0.0012859402358991788,3.8631105588907616e-4,1.9620594471811374e-4,6.343640545056299e-4,2.89162970474079e-4,1.3019210321255125e-4,5.03691480516786e-4,5.896914929661604e-4,5.874501591882272e-4,5.91981985220763e-4,1.8581958114281079e-4,1.7944097655343708e-5,4.8016423508924857e-4,2.61734090902556e-4,1.202234921872175e-4,4.901633696985805e-4,1.0341544933949373e-4,3.0425656209417673e-6,3.521488446558775e-4,5.896914929661604e-4,5.874501591882272e-4,5.91981985220763e-4,5.509691213848654e-4,3.3716373886572226e-4,8.637377645907843e-4,3.6514954024205156e-4,1.5951067212780501e-4,6.768611206051136e-4,0.6835542591050366,0.5679495557484747,0.7295946777694109,0.2518855351788006,0.20901823710443312,0.26906117697056253,0.06456020571616278,0.0017329035606468335,0.22328453989473382,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Arunachal_Pradesh,0.0022961745115859166,0.0016342744913706198,0.0030689558507980795,0.09353274301115012,0.08140132008446732,0.09975265506871142,0.9581355521183839,0.8509010540624119,0.9937879570488787,0.2376908758900291,0.028259691877729316,0.8015242105940744,1.3057043757378806,0.8649049914084747,1.961891903741522,3.8510022628154563,1.91957037511977,7.650550788139132,0.005574992283917414,0.004805307958100349,0.006435780900273174,3.6435272616700534,1.784852031854343,7.627133651049421,0.19868596247187834,0.10549623564763902,0.294661293018224,0.7463233220576306,0.5116071246907817,0.9889160859748168,0.4958176106053375,0.1249460073705273,0.8321043293550908,0.8030899382604666,0.10874908303016838,1.4663414596582645,0.30140166540128505,0.029004372154176204,0.7126919016974118,0.20147345861383706,0.10820694196957763,0.29742284160532434,0.321473458613837,0.22820694196957764,0.4174228416053244,0.321473458613837,0.22820694196957764,0.4174228416053244,3.9064230555934305,1.904681481930607,8.185156829221462,3.273286744999555,1.438477443516816,6.760196210070658,1.13282326730332,0.3613749750944192,2.7709161838684975,0.5917793767981034,0.44316625434594986,0.7375769644106988,0.2045445912083368,0.09922703371887603,0.33812866986236073,0.20367603199355971,0.09461569005035765,0.3438258232130713,0.0013586825979904815,8.689444725467002e-4,0.0019508109689504367,4.697716571877945e-4,2.1116250395268872e-4,8.28818819738617e-4,4.677202564076315e-4,1.94300585626875e-4,8.246374502269389e-4,9.035210553720937e-4,8.86788504067384e-4,9.195453405383602e-4,4.623863840204969e-6,4.44894035757546e-7,1.1251161191400059e-5,1.1036827517715133e-5,2.0817587132701723e-6,5.07444995629904e-5,1.1023925598057369e-4,7.291538039815026e-6,3.167232558513353e-4,9.035210553720937e-4,8.86788504067384e-4,9.195453405383602e-4,1.2589994733849339e-4,1.919999016283752e-5,3.381580501319178e-4,1.2127608349828864e-4,1.473460209383382e-5,3.3380340549218435e-4,0.9581355521183839,0.8509010540624119,0.9937879570488787,0.0048714699948827975,0.0036121245453697463,0.0062759474358159905,0.03699297788673329,0.001278085418340116,0.14409828757733187,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Assam,0.002759367868214093,0.001991593991907722,0.003654791060076377,0.080596402153153765,0.0760629236105825,0.08484826423560128,0.7998145310334518,0.666689834600982,0.8464726038641911,0.7596501269689482,0.36076629677530236,0.9915813342218337,0.7740724291323523,0.4950601616601114,1.1877709276952335,2.1495029523833042,1.0534304359723579,4.246566598137827,0.0012293308964403022,0.0011194979136507483,0.0013398644563586408,1.917676586391148,0.9118389954239271,3.925970057035804,0.20012506558272047,0.10548842203070352,0.29479359735620464,0.7322517352501504,0.5098842399930058,0.9834433067356557,0.5386200680226207,0.14855664486208184,0.8352611924201322,1.0977607923366337,0.4844759983723402,1.4858184044600742,0.27340885177926455,0.024865909569421918,0.6789551201764185,0.20073973103094062,0.10606164562608836,0.29542928315910727,0.3207397310309406,0.22606164562608835,0.4154292831591072,0.3207397310309406,0.22606164562608835,0.4154292831591072,2.0991595275819783,0.9949546904768196,4.36931350593009,3.283798015744491,1.316269804503437,7.187237827517534,1.1236188284930688,0.35464472236942784,2.6765181612313262,0.5909175499864907,0.4306467419584269,0.7404862829204267,0.20593407272239672,0.09695638373706214,0.346828333588951,0.20314837729111254,0.09206550967407694,0.3443261879691615,0.0016294285916273192,0.0010476889378903983,0.0023340012257937266,5.676988454737712e-4,2.4976978859872126e-4,0.001012921119275782,5.622404311129941e-4,2.3800002743782302e-4,0.0010253613527602644,4.809900691047895e-4,4.784324706640685e-4,4.83555332266249e-4,7.104990283445764e-5,6.461130590685778e-6,1.765662909090165e-4,9.030919546360408e-5,3.200925510800696e-5,2.0506249634368203e-4,7.046465147040809e-5,1.7210667640553882e-6,2.443947861706658e-4,4.809900691047895e-4,4.784324706640685e-4,4.83555332266249e-4,2.3182374976846892e-4,1.1999373611559724e-4,4.320882259904745e-4,1.607738469340111e-4,5.490411941269261e-5,3.624593172624875e-4,0.7998145310334518,0.666689834600982,0.8464726038641911,0.1439655929446698,0.11945230522447955,0.15296053856186517,0.056219876021878445,0.0012841753620021267,0.21371881570845658,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Bihar,0.0028036071970954134,0.0021856756661417388,0.0034960047552762895,4.963116790197707e-5,1.1023825262047335e-6,1.9365325354289866e-4,0.3932735315394746,0.20795287336261306,0.5447030495291342,0.5536677975582305,0.21197828385505557,0.9666404115355546,0.8539130877940154,0.5516513793548379,1.3515438000946978,1.6332797816985087,0.9072968784904435,2.914239177801121,0.0017572107445940521,0.001658836765353536,0.0018570349465761196,3.189410600197204,1.3694760833787099,6.911577516828251,0.19919255099579244,0.10468661908684218,0.294791249638933,0.7491441256366914,0.5132244119435869,0.9858994074492149,0.43257529699707553,0.11336747534767747,0.8261415992178204,0.5879071925439167,0.15020550478316758,1.400972848651272,0.3054735939563606,0.02645512548174923,0.7163463569685121,0.20007115636808948,0.10559613418558816,0.29566742691788767,0.32007115636808947,0.22559613418558816,0.4156674269178876,0.32007115636808947,0.22559613418558816,0.4156674269178876,3.683388760232361,1.5113883303092144,8.50266727046008,2.361702621006243,1.3457636650297304,3.915270534712848,0.5210775163962318,0.20259699851415475,1.0646140076438577,0.6002591510523385,0.48748670940279265,0.7082268325718365,0.2675604115451482,0.17519483633440558,0.3707077910718251,0.1321804374025133,0.0618111330960706,0.22329747307475467,0.0016826401038328926,0.0012199747990337944,0.002236996229355432,7.500165079251502e-4,4.579436624175817e-4,0.0011247932445593778,3.709505853373619e-4,1.6435612332344225e-4,6.722395998897025e-4,2.4070835882138803e-4,2.3976425598203725e-4,2.4165198286809524e-4,2.5162787099787743e-4,2.1800415570429375e-5,5.898297827139634e-4,7.152408633693747e-4,1.287205596244865e-4,0.0019376370485855183,0.0012259383439824345,1.1471735001864979e-4,0.00209587976777557,2.4070835882138803e-4,2.3976425598203725e-4,2.4165198286809524e-4,0.002192807078349695,0.0016414709113496179,0.002838379640968485,0.0019411792073518138,0.001288620536692595,0.0026550461766146178,0.3932735315394746,0.20795287336261306,0.5447030495291342,0.3174728449957395,0.16792273016648548,0.4396550164857951,0.2892536234647859,0.015162660301417495,0.6241197105342248,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Chandigarh,0.0022659560601005196,0.001469793318432032,0.003183289136549813,0.09785613989285061,0.09277899649287882,0.09994154489382208,0.8743234481466853,0.7746181497664195,0.9156727202788005,0.6895482252285464,0.315469143713093,0.9824548901358466,1.4261325710917587,0.8938269670265814,2.3120398800749733,11.884090922818684,3.2400451700970065,40.953048021263804,0.003592742821967919,0.0028136216134873465,0.004480778738670996,11.72911906155926,3.1183677604255453,39.19514788114169,0.199144127790573,0.10512625420386051,0.2949856789279688,0.734589227232153,0.5094690591991983,0.9863658381772388,0.5335362200224205,0.14187531103330067,0.8362164172333418,0.9711279520395641,0.2920409846457959,1.480519431639372,0.3068889977399952,0.030447100882179914,0.7144933055772249,0.20094049920155696,0.10680255786393145,0.29671450500190844,0.32094049920155693,0.22680255786393147,0.41671450500190843,0.32094049920155693,0.22680255786393147,0.41671450500190843,17.352268715136486,4.623162122094406,58.35610460180796,9.166434286269007,2.095638522593187,34.38472967549923,1.4945144460522966,0.17873349860865875,6.044010338573536,0.7507712439175154,0.5524929670708596,0.9030819109745836,0.12498505608443414,0.024303041371988396,0.28352936636597165,0.12424369999805049,0.02668138357252298,0.28315004337929506,0.001701154250101976,0.0010064659679857558,0.0025255360994057077,2.8298287834342017e-4,5.475587369619056e-5,6.797848064548579e-4,2.8181893165511485e-4,5.4775401656990765e-5,6.935667932233233e-4,0.0012296053193704846,0.0012081518706527435,0.0012517380991013728,6.183039674260295e-5,6.131157843551527e-6,1.4559795212000477e-4,8.527650772323088e-5,2.2903274051110233e-5,2.5985712221935183e-4,1.9758316255899836e-4,9.36589396522696e-6,5.756762535642225e-4,0.0012296053193704846,0.0012081518706527435,0.0012517380991013728,3.446900670248326e-4,1.3357488016739548e-4,7.370702538533288e-4,2.828596702822293e-4,6.125286008259594e-5,6.896389706653964e-4,0.8743234481466853,0.7746181497664195,0.9156727202788005,0.07974778528304105,0.07003026000584116,0.08648538433739739,0.045928766570273664,0.0015168516388316274,0.15392049968946553,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Chhattisgarh,0.0020307841153443073,0.0014599677525029423,0.0026887216537359814,0.0998876718825821,0.09958339317319648,0.09999733226198597,0.6695205425624314,0.5473419994813834,0.7159746402443455,0.8193931774937195,0.4790869360641434,0.9946302544399349,0.6653836741924064,0.462978394179008,0.9553798197124737,5.685292816868423,2.1310683361167753,14.01524637298574,0.00594308737060037,0.005565233470010936,0.006305082641250505,11.253740627820108,3.0151798186856493,37.090257346726794,0.1997638527254994,0.10472252650794757,0.2949915154614726,0.7301197157100093,0.508341936025093,0.9861928472046663,0.5479637931277715,0.15303191324792148,0.8362616845715745,1.1676164260772872,0.5940943378306759,1.4867199219889393,0.23622666992297678,0.020892281795204838,0.6187640156750557,0.2027353964107996,0.10756547897031757,0.29794400929542675,0.3227353964107996,0.2275654789703176,0.4179440092954267,0.3227353964107996,0.2275654789703176,0.4179440092954267,12.234311364301647,3.2422222911322,40.944872722409045,9.262275179023227,3.1958117398078976,23.606725976939686,0.7371343486992704,0.10062851193032325,2.417198768782733,0.8216863236252281,0.6940604002517603,0.9166955051104169,0.11227165553248561,0.03781635888296288,0.22358097290619972,0.06604202084228626,0.014252480314017067,0.15359710263060397,0.0016688824361997874,0.0011598823073291787,0.0022834422458611323,2.278855883700887e-4,7.282621424157311e-5,4.7485048457336204e-4,1.3401609077442429e-4,2.7140268961432215e-5,3.2555560271564833e-4,4.5517596348157235e-4,4.524992215316963e-4,4.579593713203e-4,1.2495770849410537e-4,1.116111560496555e-5,3.280510301604133e-4,1.7097857308315262e-4,7.699886654155327e-5,3.402969107974981e-4,8.055565568242271e-5,1.91370722867369e-6,3.069224891310511e-4,4.5517596348157235e-4,4.524992215316963e-4,4.579593713203e-4,3.7649193725968405e-4,2.120634204720445e-4,6.535110535101047e-4,2.5153422876557634e-4,1.0995596936700876e-4,5.454439498160798e-4,0.6695205425624314,0.5473419994813834,0.7159746402443455,0.26438801521271305,0.21630754238620908,0.28307131936269986,0.06609144222485547,0.0015189212100181584,0.23502475672234346,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Delhi,0.003876756354453873,0.0026217216745434762,0.005396367542712057,0.02491925483038313,0.022068915979124984,0.027743599072200767,0.7118912005210524,0.6351685347065615,0.7401420877950222,0.8747962313973283,0.6102038518553353,0.9957259564996401,1.409911770316629,0.9072760439567796,2.191939279548449,4.847454538950418,2.1314590553494073,10.530461823378108,0.003191041745787248,0.002845728841925992,0.003530914716669313,6.881475849036632,2.6745393297638937,17.251182285388495,0.19805999373519356,0.10393359882562085,0.29396317250189885,0.7280600529913491,0.5120775415780138,0.9804764086357051,0.5469750641420222,0.15056214250503414,0.8389999228927482,1.1923606674072924,0.6521229466422095,1.4887843133687064,0.21213428536761525,0.017035712131741692,0.5761864543515399,0.1996555146080872,0.10553153618999285,0.29554264854320117,0.31965551460808717,0.22553153618999286,0.4155426485432011,0.31965551460808717,0.22553153618999286,0.4155426485432011,9.39168706268126,3.6411593862084004,23.446912314185433,3.8705058178263845,1.4954106042317798,8.690384933458546,0.8243317290945545,0.21033223977287877,2.152173510929974,0.6587599810761109,0.492910181861265,0.8060521691642202,0.19941221091157119,0.08671342350604556,0.349000779039399,0.141827808012318,0.0501795719708721,0.26607266367538057,0.0025540120938767675,0.001572108964461848,0.0037357037695416,7.718694260693207e-4,3.12612746254986e-4,0.0014859614239962277,5.508748345077765e-4,1.7609194990248725e-4,0.0011344212749702552,0.0013902094406170555,0.0013850061453217506,0.0013952265796680183,2.9762199761250983e-4,2.3873879526783588e-5,8.095454239547575e-4,4.7691962244030445e-4,2.3699128670292874e-4,8.552543449850525e-4,1.8499944934731273e-4,5.173162060653775e-6,6.336004028386692e-4,0.0013902094406170555,0.0013850061453217506,0.0013952265796680183,9.595410694001349e-4,5.882927788619835e-4,0.0015256044784097602,6.619190717876201e-4,3.196450065641255e-4,0.0012297865264441412,0.7118912005210524,0.6351685347065615,0.7401420877950222,0.24910693574521967,0.22259158656981437,0.2592301401670386,0.039001863733727965,0.0011144350879404644,0.1423302179880465,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Gujarat,0.0012815327321706003,8.68643402344116e-4,0.0017687970447521633,0.06304938317334961,0.060767684028271714,0.06528074462317457,0.6350103903634423,0.5675210882104202,0.6582610643307194,0.9064553395398287,0.6773473977480652,0.9972016580372147,1.8928114429402767,1.2228049963756742,2.867923504215324,19.169866955241904,5.289463221372343,62.49370017205058,0.007394715937946131,0.007056288650226781,0.00771519610025876,12.938978995566362,4.488296178493634,35.125736581070825,0.19985832187709715,0.10465792079776037,0.29538493137164773,0.726350287773415,0.5124520399306719,0.9833851715840576,0.5539502681017733,0.14925562389665842,0.8384621690551668,1.3230344890117292,0.9763998239914771,1.4944719228163434,0.11767344995637767,0.009987666630276126,0.3414763455751062,0.20355567984607023,0.10838921451356402,0.29911503781935656,0.3235556798460702,0.22838921451356403,0.4191150378193565,0.3235556798460702,0.22838921451356403,0.4191150378193565,13.61913039535275,4.69897953805139,36.90024410145385,10.85340144472285,2.598600068756927,36.091204271619695,1.92771615683153,0.25451622052540124,6.988294376695992,0.7596408030157265,0.5879023426981581,0.8945801579878869,0.1050634241688864,0.022613248429884904,0.24505358361123442,0.1352957728153871,0.04067962030370382,0.2762135114773239,9.739231025155218e-4,6.156769887463073e-4,0.0014233499665493381,1.345568068735071e-4,2.761601354282836e-5,3.252660604146726e-4,1.7305282278156297e-4,4.867958111726064e-5,3.7543427605739077e-4,6.728148174447273e-4,6.706941445222625e-4,6.750059898863347e-4,1.5038249693469908e-4,1.2746571326536988e-5,4.362432061567223e-4,4.0934531573215974e-4,2.87136593154108e-4,5.737902253199364e-4,6.082703711832129e-5,1.8135270198943888e-6,2.23172364015052e-4,6.728148174447273e-4,6.706941445222625e-4,6.750059898863347e-4,6.205548497851837e-4,4.5832260780811595e-4,8.751852574875768e-4,4.7017235285048184e-4,3.214530337075888e-4,6.87481680692599e-4,0.6350103903634423,0.5675210882104202,0.6582610643307194,0.32873888403587675,0.29316738723805447,0.3409048032989867,0.03625072560068096,9.541950098802862e-4,0.1395130291190861,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
Haryana,0.0039743023782348496,0.0024683384808976416,0.005787800212833689,0.015479075706880317,0.012173150996227528,0.01886664991323524,0.6609227291791905,0.5432549356904592,0.7049873956877508,0.8286801049064049,0.4928338219905324,0.9941130234069581,0.9879366611225628,0.5708937700872864,1.680042524080822,2.2178468693039273,0.9337090926488127,4.903329430124546,0.003204363634618821,0.0028009709512422307,0.0035975411148403058,10.548633265125524,1.9340777634920547,43.33031996538387,0.19981994982779097,0.1054937019639208,0.2942234534310774,0.7297504068493151,0.5083329391229569,0.9869147671632477,0.5426432831673851,0.15022987291525913,0.8401921204868332,1.1535276645010661,0.5789482748156297,1.4883195542066405,0.23554334544810637,0.018110220601781427,0.6218097690190718,0.2014221316451004,0.10704324575153118,0.29580531358568096,0.32142213164510036,0.22704324575153118,0.415805313585681,0.32142213164510036,0.22704324575153118,0.415805313585681,11.792124369919366,2.15777213664329,48.417203431034864,2.802249454688259,0.9689827379461191,6.810206059597789,0.3878497427825423,0.03854301971570958,1.2935468945631734,0.6392026768985243,0.4346360192353911,0.8162873815576424,0.2723396465625585,0.11548117432839224,0.4745654330157826,0.08845767653891723,0.012448462206011972,0.23043499839140447,0.0025380040089359717,0.0013928286750698594,0.003968867349856097,0.0010849090349387344,4.080175805805628e-4,0.0021466448773597097,3.5138933436013736e-4,4.439260903712204e-5,9.733740739753344e-4,7.778304495222068e-4,7.742830614816958e-4,7.814145665530453e-4,2.7449201177287026e-4,2.1077561124016302e-5,7.249041235978932e-4,4.050710297850806e-4,1.8858970445949401e-4,7.711226111284896e-4,1.7281237852888364e-4,4.558101120865135e-6,6.593621057482668e-4,7.778304495222068e-4,7.742830614816958e-4,7.814145665530453e-4,8.523754200868418e-4,5.00153222265375e-4,0.0014588888453113803,5.77883408313967e-4,2.57733407839356e-4,0.0011798141327548993,0.6609227291791905,0.5432549356904592,0.7049873956877508,0.2749783575746573,0.2250867711922056,0.2935694527362574,0.06409891324615227,0.0017354757312272187,0.23182233694790783,1,1,1,0,0,0,0.12,0.12,0.12,0.85,0.85,0.85,0.85,0.85,0.85,0.5,0.5,0.5,0.995,0.995,0.995,0.5,0.5,0.5
