ppm,dur_pri,ppv_pri,p_pri_on_pub,p_under,tp_pri_drug,tp_pri_drug_time,tp_pri_txi,Region,Pop
0.32285513307176633,0.690769179692414,0.7465101867488598,0.06885438913208868,0.3213306410655203,113672.38698287185,78521.38150983701,116256.77425682957,Central,110956000
0.191906294576634,0.3524858204142829,0.2409802686993703,0.3311002669992491,0.26590298324073247,59385.30499159277,20932.477950513985,63414.68859701591,Central,110956000
0.33287288267553916,0.7655573530703086,0.32350900031262814,0.2068774804397349,0.183895203505428,45436.81237222006,34784.48581162904,48797.17640848917,Central,110956000
0.1880957389623755,0.40698011814155727,0.29523818581609945,0.751902850089405,0.307232223775308,67474.84401382352,27460.91998832904,78589.77390638052,Central,110956000
0.25912367907221145,0.6695676905517027,0.47048751120572346,0.3272002653341018,0.30632878667601476,83095.60185719092,55638.13023052311,90793.56480550738,Central,110956000
0.24224469375613553,0.5739688590358809,0.7343010877321778,0.6405072220130799,0.4111413945558962,128938.70615437791,74006.802056991,152618.9883982709,Central,110956000
0.3393248331247138,0.984923706478133,0.49722592614940153,0.28688856815972646,0.2400708152821586,66017.81663045406,65022.51264926055,73137.6510774163,Central,110956000
0.26332607003909186,0.44042831390095144,0.6562380180370628,0.12768183829399704,0.3630031092285537,120788.65652668566,53198.74433240932,124991.10194327336,Central,110956000
0.2654276269293159,0.5474187943623231,0.6645856945877877,0.12906259700971584,0.3624618133437902,121398.757047351,66455.96121994546,125705.00562534928,Central,110956000
0.2815278879876831,0.4979899428861024,0.4241734397415125,0.1214301779052296,0.2660383455718607,73146.17514294699,36426.059581773014,75735.25931870335,Central,110956000
0.4047095552052402,0.9792806219197434,0.7184441520787206,0.24874134935257203,0.24448602403489356,80822.40901160595,79147.81896193734,89869.37981599753,Central,110956000
0.21170501390238824,0.5030695270748822,0.5164431051860988,0.8369862463408498,0.38369649898827535,100581.90349667358,50599.690624363015,122242.57735297202,Central,110956000
0.3902693058953393,0.7561072708082356,0.7467725683869801,0.16825080129869288,0.26006174542744726,89713.17932470604,67832.78717473331,96018.0225947293,Central,110956000
0.22085100052758977,0.4371280478345193,0.6415013203955544,0.07785513872531688,0.4132611457880808,143721.24656432614,62824.58794300749,146235.67917427217,Central,110956000
0.36419571028017744,0.8840767865644527,0.6451891350184705,0.1602178134401633,0.25922515797885526,83431.83150159905,73760.14549112057,88601.80347170006,Central,110956000
0.17277310562696968,0.4509791303339041,0.5324086876831776,0.16057911065188576,0.4517611377609891,150550.61100779352,67895.1836235326,154846.63766645186,Central,110956000
0.43505792013154426,0.8091267719323246,0.4701667274629189,0.23889409927047428,0.16689436825540285,48388.5934493374,39152.506416008,54001.07472649587,Central,110956000
0.1886036992311602,0.5466406148300648,0.6119918345295824,0.20364361955580615,0.4520764616581844,155743.44702767237,85135.69363896045,161964.15663343467,Central,110956000
0.17686617329245272,0.38459070346480434,0.44449960523532367,0.10631745096469042,0.4061036391209515,123458.00393024912,47480.80057989509,125823.99335725278,Central,110956000
0.3607286945563221,0.7229186292708873,0.5740791151479143,0.1925169090128903,0.243625512829134,73741.94906308797,53309.428736451155,79245.24384702074,Central,110956000
